Tale,Characters,TaleOccurrenceFrequency,RelationFrequency
20. Das tapfere Schneiderlein .,"Schneider, Haar",1,1
20. Das tapfere Schneiderlein .,"Schiff, Nacht",1,2
20. Das tapfere Schneiderlein .,"Vater, Königin",1,2
20. Das tapfere Schneiderlein .,"Käse, Haus",1,2
20. Das tapfere Schneiderlein .,"Streiche, Königstochter",1,1
20. Das tapfere Schneiderlein .,"Frau, Diener",1,3
20. Das tapfere Schneiderlein .,"König, Nacht",1,17
20. Das tapfere Schneiderlein .,"Mensch, Streiche",1,1
20. Das tapfere Schneiderlein .,"Stärke, Brot",1,1
20. Das tapfere Schneiderlein .,"Freude, Brot",1,2
20. Das tapfere Schneiderlein .,"Ohr, Mann",1,4
20. Das tapfere Schneiderlein .,"Diener, Herr",1,7
20. Das tapfere Schneiderlein .,"Tochter, Auge",1,3
20. Das tapfere Schneiderlein .,"Rock, Schneiderlein",1,1
20. Das tapfere Schneiderlein .,"Schneider, Topf",1,1
20. Das tapfere Schneiderlein .,"Stück, Riese",1,2
20. Das tapfere Schneiderlein .,"Erde, Stein",1,1
20. Das tapfere Schneiderlein .,"Riese, Auge",1,1
20. Das tapfere Schneiderlein .,"Schneiderlein, Stimme",1,1
20. Das tapfere Schneiderlein .,"König, Baum",1,11
20. Das tapfere Schneiderlein .,"Schneider, Mensch",1,1
20. Das tapfere Schneiderlein .,"Frau, Schiff",1,2
20. Das tapfere Schneiderlein .,"Schneider, Vöglein",1,1
20. Das tapfere Schneiderlein .,"Morgen, Herr",1,3
20. Das tapfere Schneiderlein .,"Morgen, Wald",1,6
20. Das tapfere Schneiderlein .,"Weg, Bein",1,5
20. Das tapfere Schneiderlein .,"Streiche, Leute",1,1
20. Das tapfere Schneiderlein .,"Mund, Schwein",1,1
20. Das tapfere Schneiderlein .,"Tier, Türe",1,2
20. Das tapfere Schneiderlein .,"Stück, Baum",1,4
20. Das tapfere Schneiderlein .,"Schneider, Frau",1,1
20. Das tapfere Schneiderlein .,"Schneider, Kammer",1,1
20. Das tapfere Schneiderlein .,"Ei, Herz",1,4
20. Das tapfere Schneiderlein .,"Weg, Stück",1,12
20. Das tapfere Schneiderlein .,"Baum, Mann",1,4
20. Das tapfere Schneiderlein .,"Morgen, Ohr",1,1
20. Das tapfere Schneiderlein .,"Tag, Mann",1,15
20. Das tapfere Schneiderlein .,"Wald, Weg",1,25
20. Das tapfere Schneiderlein .,"Nacht, Mann",1,9
20. Das tapfere Schneiderlein .,"Vater, Zeit",1,10
20. Das tapfere Schneiderlein .,"Morgen, Nacht",1,7
20. Das tapfere Schneiderlein .,"Schiff, Herr",1,3
20. Das tapfere Schneiderlein .,"Ding, Tor",1,2
20. Das tapfere Schneiderlein .,"Schneider, Mund",1,1
20. Das tapfere Schneiderlein .,"Ding, Tisch",1,1
20. Das tapfere Schneiderlein .,"Weile, Auge",1,1
20. Das tapfere Schneiderlein .,"Wald, Land",1,7
20. Das tapfere Schneiderlein .,"Erde, Baum",1,2
20. Das tapfere Schneiderlein .,"Ei, Gast",1,3
20. Das tapfere Schneiderlein .,"Topf, Treppe",1,1
20. Das tapfere Schneiderlein .,"König, Vöglein",1,1
20. Das tapfere Schneiderlein .,"Nacht, Diener",1,4
20. Das tapfere Schneiderlein .,"König, Schiff",1,9
20. Das tapfere Schneiderlein .,"Streiche, Baum",1,1
20. Das tapfere Schneiderlein .,"Vogel, Tor",1,1
20. Das tapfere Schneiderlein .,"Tier, Axt",1,2
20. Das tapfere Schneiderlein .,"Morgen, Schneiderlein",1,1
20. Das tapfere Schneiderlein .,"Korb, Treppe",1,1
20. Das tapfere Schneiderlein .,"Wald, Hochzeit",1,1
20. Das tapfere Schneiderlein .,"Korb, Frau",1,1
20. Das tapfere Schneiderlein .,"Tor, Käse",1,1
20. Das tapfere Schneiderlein .,"Schneider, Axt",1,1
20. Das tapfere Schneiderlein .,"Hand, Stein",1,4
20. Das tapfere Schneiderlein .,"Wald, Streiche",1,1
20. Das tapfere Schneiderlein .,"Wasser, Stein",1,6
20. Das tapfere Schneiderlein .,"Vogel, Stein",1,2
20. Das tapfere Schneiderlein .,"Schneider, Korb",1,1
20. Das tapfere Schneiderlein .,"Baum, Stein",1,3
20. Das tapfere Schneiderlein .,"Zeit, Nacht",1,4
20. Das tapfere Schneiderlein .,"Schneider, Tor",1,1
20. Das tapfere Schneiderlein .,"Frau, Zeit",1,9
20. Das tapfere Schneiderlein .,"Schneiderlein, Jäger",1,1
20. Das tapfere Schneiderlein .,"Schneiderlein, Königstochter",1,1
20. Das tapfere Schneiderlein .,"Wald, Baum",1,16
20. Das tapfere Schneiderlein .,"Königin, Nacht",1,7
20. Das tapfere Schneiderlein .,"Erde, Schwein",1,1
20. Das tapfere Schneiderlein .,"Hochzeit, König",1,17
20. Das tapfere Schneiderlein .,"Gott, Brot",1,1
20. Das tapfere Schneiderlein .,"Königstochter, Tag",1,2
20. Das tapfere Schneiderlein .,"Morgen, Riese",1,1
20. Das tapfere Schneiderlein .,"Zeit, Königin",1,6
20. Das tapfere Schneiderlein .,"Riese, Tochter",1,1
20. Das tapfere Schneiderlein .,"Erde, Mund",1,3
20. Das tapfere Schneiderlein .,"Wald, Axt",1,2
20. Das tapfere Schneiderlein .,"Rock, Mann",1,3
20. Das tapfere Schneiderlein .,"Schneiderlein, Tochter",1,1
20. Das tapfere Schneiderlein .,"Vogel, Erde",1,2
20. Das tapfere Schneiderlein .,"Feuer, Riese",1,1
20. Das tapfere Schneiderlein .,"Vater, Mann",1,12
20. Das tapfere Schneiderlein .,"Welt, Herz",1,6
20. Das tapfere Schneiderlein .,"Welt, Diener",1,3
20. Das tapfere Schneiderlein .,"Welt, Streiche",1,1
20. Das tapfere Schneiderlein .,"Kammer, Streiche",1,1
20. Das tapfere Schneiderlein .,"Ohr, Königin",1,1
20. Das tapfere Schneiderlein .,"Schneider, Morgen",1,1
20. Das tapfere Schneiderlein .,"Frau, Welt",1,16
20. Das tapfere Schneiderlein .,"Auge, Stein",1,3
20. Das tapfere Schneiderlein .,"Stärke, Riese",1,1
20. Das tapfere Schneiderlein .,"Baum, Axt",1,4
20. Das tapfere Schneiderlein .,"Freude, König",1,17
20. Das tapfere Schneiderlein .,"Vater, Nacht",1,4
20. Das tapfere Schneiderlein .,"Freude, Welt",1,7
20. Das tapfere Schneiderlein .,"Jäger, Tochter",1,6
20. Das tapfere Schneiderlein .,"Schneider, Hand",1,3
20. Das tapfere Schneiderlein .,"Baum, Glück",1,1
20. Das tapfere Schneiderlein .,"Welt, Schiff",1,1
20. Das tapfere Schneiderlein .,"Schneider, Vogel",1,1
20. Das tapfere Schneiderlein .,"Riese, Axt",1,1
20. Das tapfere Schneiderlein .,"Ohr, Herr",1,4
20. Das tapfere Schneiderlein .,"Frau, Ohr",1,2
20. Das tapfere Schneiderlein .,"Freude, Streiche",1,1
20. Das tapfere Schneiderlein .,"König, Tier",1,17
20. Das tapfere Schneiderlein .,"Morgen, Vater",1,6
20. Das tapfere Schneiderlein .,"Schneiderlein, Ecke",1,2
20. Das tapfere Schneiderlein .,"Topf, Frau",1,4
20. Das tapfere Schneiderlein .,"Königstochter, Riese",1,1
20. Das tapfere Schneiderlein .,"Riese, Gemahlin",1,1
20. Das tapfere Schneiderlein .,"Königin, Herr",1,5
20. Das tapfere Schneiderlein .,"Feuer, Hand",1,5
20. Das tapfere Schneiderlein .,"Schwein, Türe",1,1
20. Das tapfere Schneiderlein .,"Ohr, Bauersfrau",1,1
20. Das tapfere Schneiderlein .,"Streiche, Frieden",1,1
20. Das tapfere Schneiderlein .,"Männlein, Riese",1,1
20. Das tapfere Schneiderlein .,"Welt, Nacht",1,4
20. Das tapfere Schneiderlein .,"Geselle, Riese",1,1
20. Das tapfere Schneiderlein .,"Stärke, Gott",1,1
20. Das tapfere Schneiderlein .,"Stück, Brot",1,7
20. Das tapfere Schneiderlein .,"Frau, Treppe",1,2
20. Das tapfere Schneiderlein .,"Rock, Riese",1,1
20. Das tapfere Schneiderlein .,"Diener, Auge",1,1
20. Das tapfere Schneiderlein .,"König, Axt",1,1
20. Das tapfere Schneiderlein .,"Vater, Herr",1,6
20. Das tapfere Schneiderlein .,"Schneider, Weg",1,1
20. Das tapfere Schneiderlein .,"Baum, Jäger",1,5
20. Das tapfere Schneiderlein .,"Morgen, Mann",1,11
20. Das tapfere Schneiderlein .,"Hochzeit, Jäger",1,3
20. Das tapfere Schneiderlein .,"Land, Riese",1,1
20. Das tapfere Schneiderlein .,"Frau, Nacht",1,7
20. Das tapfere Schneiderlein .,"Königstochter, Mann",1,3
20. Das tapfere Schneiderlein .,"Zeit, Herr",1,5
20. Das tapfere Schneiderlein .,"Schneider, Treppe",1,1
20. Das tapfere Schneiderlein .,"Tochter, Gemahlin",1,6
20. Das tapfere Schneiderlein .,"Schneiderlein, Brot",1,1
20. Das tapfere Schneiderlein .,"Geselle, Baum",1,2
20. Das tapfere Schneiderlein .,"Weg, Berg",1,3
20. Das tapfere Schneiderlein .,"Freude, Ei",1,2
20. Das tapfere Schneiderlein .,"König, Tochter",1,52
20. Das tapfere Schneiderlein .,"Morgen, Königin",1,5
20. Das tapfere Schneiderlein .,"Ei, Streiche",1,1
20. Das tapfere Schneiderlein .,"Schneiderlein, Bauersfrau",1,1
20. Das tapfere Schneiderlein .,"Wasser, Hand",1,3
20. Das tapfere Schneiderlein .,"Schneiderlein, Tisch",1,1
20. Das tapfere Schneiderlein .,"Hochzeit, Freude",1,8
20. Das tapfere Schneiderlein .,"Freude, Herz",1,6
20. Das tapfere Schneiderlein .,"Weg, Haar",1,2
20. Das tapfere Schneiderlein .,"Zeit, Bett",1,1
20. Das tapfere Schneiderlein .,"Käse, Riese",1,1
20. Das tapfere Schneiderlein .,"Ohr, Nacht",1,1
20. Das tapfere Schneiderlein .,"Schneider, Vater",1,2
20. Das tapfere Schneiderlein .,"Zeit, Türe",1,1
20. Das tapfere Schneiderlein .,"Schneider, Freude",1,2
20. Das tapfere Schneiderlein .,"Gott, Schneiderlein",1,1
20. Das tapfere Schneiderlein .,"Bett, Türe",1,5
20. Das tapfere Schneiderlein .,"Schneider, Ding",1,1
20. Das tapfere Schneiderlein .,"Schneider, Welt",1,1
20. Das tapfere Schneiderlein .,"Jäger, Auge",1,3
20. Das tapfere Schneiderlein .,"Erde, Zahn",1,1
20. Das tapfere Schneiderlein .,"Schneider, Zeit",1,2
20. Das tapfere Schneiderlein .,"Tier, Vöglein",1,1
20. Das tapfere Schneiderlein .,"Schneiderlein, Auge",1,1
20. Das tapfere Schneiderlein .,"Frau, Bett",1,16
20. Das tapfere Schneiderlein .,"Kammer, Riese",1,1
20. Das tapfere Schneiderlein .,"Zeit, Mann",1,13
20. Das tapfere Schneiderlein .,"Frau, Herr",1,9
20. Das tapfere Schneiderlein .,"Wald, Haar",1,3
20. Das tapfere Schneiderlein .,"Schneiderlein, Frau",1,3
20. Das tapfere Schneiderlein .,"Welt, König",1,14
21. Aschenbuttel .,"Vogel, Kleid",5,5
21. Aschenbuttel .,"Asche, Kleid",4,4
21. Aschenbuttel .,"Taubechen, Himmel",4,4
21. Aschenbuttel .,"Mädchen, Königssohn",4,7
21. Aschenbuttel .,"Asche, Himmel",4,4
21. Aschenbuttel .,"Asche, Vöglein",4,4
21. Aschenbuttel .,"Vöglein, Taubechen",4,4
21. Aschenbuttel .,"Aschenputtel, Kleid",4,4
21. Aschenbuttel .,"Vöglein, Himmel",4,4
21. Aschenbuttel .,"Schuh, Fuß",4,6
21. Aschenbuttel .,"Asche, Taubechen",4,4
21. Aschenbuttel .,"Braut, Pferd",4,5
21. Aschenbuttel .,"Frau, Mann",3,70
21. Aschenbuttel .,"Mädchen, Schuh",3,3
21. Aschenbuttel .,"Silber, Gold",3,10
21. Aschenbuttel .,"Mädchen, Mutter",3,14
21. Aschenbuttel .,"Aschenputtel, Tag",3,3
21. Aschenbuttel .,"Aschenputtel, Baum",3,3
21. Aschenbuttel .,"Mutter, Schuh",3,3
21. Aschenbuttel .,"Schuh, Königssohn",3,3
21. Aschenbuttel .,"Mutter, Königssohn",3,4
21. Aschenbuttel .,"Asche, Aschenputtel",3,3
21. Aschenbuttel .,"Aschenputtel, Mutter",3,3
21. Aschenbuttel .,"Hand, Königssohn",3,5
21. Aschenbuttel .,"Hochzeit, Kleid",3,5
21. Aschenbuttel .,"Mädchen, Stiefmutter",3,5
21. Aschenbuttel .,"Hochzeit, Stiefmutter",3,3
21. Aschenbuttel .,"Mädchen, Königin",2,11
21. Aschenbuttel .,"Braut, Haus",2,7
21. Aschenbuttel .,"Schuh, Messer",2,2
21. Aschenbuttel .,"Königssohn, Königin",2,4
21. Aschenbuttel .,"Königssohn, Abend",2,2
21. Aschenbuttel .,"Mädchen, Garten",2,2
21. Aschenbuttel .,"Mutter, Fuß",2,5
21. Aschenbuttel .,"Messer, Fuß",2,2
21. Aschenbuttel .,"Asche, Garten",2,2
21. Aschenbuttel .,"Asche, Vogel",2,2
21. Aschenbuttel .,"Tag, Eltern",2,6
21. Aschenbuttel .,"Mutter, Königin",2,12
21. Aschenbuttel .,"Aschenputtel, Eltern",2,2
21. Aschenbuttel .,"Mutter, Messer",2,2
21. Aschenbuttel .,"Messer, Königssohn",2,2
21. Aschenbuttel .,"Garten, Taubechen",2,2
21. Aschenbuttel .,"König, Stiefmutter",2,3
21. Aschenbuttel .,"Mädchen, Himmel",2,2
21. Aschenbuttel .,"Königin, Fuß",2,4
21. Aschenbuttel .,"Abend, Haus",2,10
21. Aschenbuttel .,"Mutter, Tag",2,7
21. Aschenbuttel .,"Garten, Himmel",2,4
21. Aschenbuttel .,"Frau, Tochter",2,24
21. Aschenbuttel .,"Aschenputtel, 'nein",2,2
21. Aschenbuttel .,"Mädchen, Asche",2,4
21. Aschenbuttel .,"Pferd, Haus",2,4
21. Aschenbuttel .,"Mädchen, Vater",2,13
21. Aschenbuttel .,"Aschenputtel, Haus",2,3
21. Aschenbuttel .,"Braut, König",2,11
21. Aschenbuttel .,"Schuh, Kammer",2,2
21. Aschenbuttel .,"Aschenputtel, Axt",2,2
21. Aschenbuttel .,"Schuh, Kleid",2,2
21. Aschenbuttel .,"Mädchen, Taubechen",2,2
21. Aschenbuttel .,"Mädchen, Hochzeit",2,10
21. Aschenbuttel .,"Schuh, Königin",2,2
21. Aschenbuttel .,"Königssohn, Fuß",2,3
21. Aschenbuttel .,"Garten, Vöglein",2,2
21. Aschenbuttel .,"Mädchen, Vöglein",2,2
21. Aschenbuttel .,"Mädchen, Fuß",2,4
21. Aschenbuttel .,"Aschenputtel, Hochzeit",2,2
21. Aschenbuttel .,"Mädchen, Messer",2,3
21. Aschenbuttel .,"Messer, Königin",2,3
21. Aschenbuttel .,"Mann, Gemahlin",1,1
21. Aschenbuttel .,"Garten, Haus",1,3
21. Aschenbuttel .,"Wasser, Morgen",1,5
21. Aschenbuttel .,"Frau, Auge",1,9
21. Aschenbuttel .,"Aschenputtel, König",1,1
21. Aschenbuttel .,"König, Tag",1,27
21. Aschenbuttel .,"Taubechen, Kleid",1,1
21. Aschenbuttel .,"Seide, Silber",1,1
21. Aschenbuttel .,"Stube, Gans",1,1
21. Aschenbuttel .,"Mädchen, Tag",1,14
21. Aschenbuttel .,"Asche, Bett",1,1
21. Aschenbuttel .,"Gott, Mann",1,8
21. Aschenbuttel .,"Schuh, Gemahlin",1,1
21. Aschenbuttel .,"Braut, Tag",1,1
21. Aschenbuttel .,"Braut, Sohn",1,2
21. Aschenbuttel .,"Wasser, Abend",1,3
21. Aschenbuttel .,"'nein, Frau",1,7
21. Aschenbuttel .,"Schuh, Taubechen",1,1
21. Aschenbuttel .,"Frau, Töchterlein",1,1
21. Aschenbuttel .,"Aschenputtel, Ding",1,1
21. Aschenbuttel .,"Arbeit, Feuer",1,5
21. Aschenbuttel .,"Schemel, Fuß",1,1
21. Aschenbuttel .,"Vater, Aschenputtel",1,1
21. Aschenbuttel .,"Kind, Himmel",1,5
21. Aschenbuttel .,"Schuh, Garten",1,1
21. Aschenbuttel .,"Seide, Vogel",1,1
21. Aschenbuttel .,"Auge, Töchterlein",1,1
21. Aschenbuttel .,"Baum, Tag",1,5
21. Aschenbuttel .,"Gott, Töchterlein",1,2
21. Aschenbuttel .,"Aschenputtel, Haar",1,1
21. Aschenbuttel .,"Vogel, Baum",1,4
21. Aschenbuttel .,"Bett, Herd",1,1
21. Aschenbuttel .,"Hochzeit, Haar",1,1
21. Aschenbuttel .,"Baum, Axt",1,4
21. Aschenbuttel .,"Königssohn, Glück",1,2
21. Aschenbuttel .,"Vöglein, Tag",1,4
21. Aschenbuttel .,"Vöglein, Baum",1,2
21. Aschenbuttel .,"König, Land",1,14
21. Aschenbuttel .,"Alte, Axt",1,4
21. Aschenbuttel .,"Asche, Herd",1,2
21. Aschenbuttel .,"Jungfrau, Tag",1,2
21. Aschenbuttel .,"Aschenputtel, Schuh",1,1
21. Aschenbuttel .,"Braut, Gesicht",1,2
21. Aschenbuttel .,"Schuh, Brot",1,1
21. Aschenbuttel .,"König, Schloß",1,36
21. Aschenbuttel .,"Vogel, Tag",1,3
21. Aschenbuttel .,"Morgen, Schuh",1,3
21. Aschenbuttel .,"Schuh, Himmel",1,2
21. Aschenbuttel .,"Asche, Haus",1,2
21. Aschenbuttel .,"Aschenputtel, Vöglein",1,1
21. Aschenbuttel .,"Mutter, Kammer",1,2
21. Aschenbuttel .,"Schuh, Ding",1,1
21. Aschenbuttel .,"Gesicht, Stiefmutter",1,1
21. Aschenbuttel .,"Braut, Land",1,2
21. Aschenbuttel .,"Auge, Himmel",1,1
21. Aschenbuttel .,"Perle, Kleid",1,2
21. Aschenbuttel .,"Mutter, Braut",1,1
21. Aschenbuttel .,"Tüchlein, Schnee",1,1
21. Aschenbuttel .,"König, Haar",1,8
21. Aschenbuttel .,"König, Sohn",1,14
21. Aschenbuttel .,"Herd, Abend",1,2
21. Aschenbuttel .,"Aschenputtel, Vogel",1,1
21. Aschenbuttel .,"Kind, Mann",1,21
21. Aschenbuttel .,"Hochzeit, Glück",1,3
21. Aschenbuttel .,"Bett, Abend",1,4
21. Aschenbuttel .,"Land, Sohn",1,2
21. Aschenbuttel .,"Baum, Kleid",1,2
21. Aschenbuttel .,"Asche, Erbse",1,4
21. Aschenbuttel .,"'nein, Tochter",1,2
21. Aschenbuttel .,"Mutter, Baumchen",1,1
21. Aschenbuttel .,"König, Gesicht",1,2
21. Aschenbuttel .,"Herz, Haus",1,7
21. Aschenbuttel .,"Aschenputtel, Königssohn",1,1
21. Aschenbuttel .,"Arbeit, Abend",1,4
21. Aschenbuttel .,"Königssohn, Treppe",1,1
21. Aschenbuttel .,"Vater, Königssohn",1,4
21. Aschenbuttel .,"Morgen, Tag",1,9
21. Aschenbuttel .,"Gans, Kleid",1,1
21. Aschenbuttel .,"Mädchen, Aschenputtel",1,1
21. Aschenbuttel .,"Bett, Auge",1,5
21. Aschenbuttel .,"Mann, Auge",1,8
21. Aschenbuttel .,"Himmel, Töchterlein",1,3
21. Aschenbuttel .,"Hochzeit, Schuh",1,1
21. Aschenbuttel .,"Aschenputtel, Pferd",1,1
21. Aschenbuttel .,"Fuß, Gemahlin",1,1
21. Aschenbuttel .,"Königssohn, Garten",1,1
21. Aschenbuttel .,"Morgen, Mann",1,11
21. Aschenbuttel .,"Tochter, Mann",1,18
21. Aschenbuttel .,"Frau, Bett",1,16
21. Aschenbuttel .,"Frau, Tüchlein",1,1
21. Aschenbuttel .,"Aschenputtel, Perle",1,1
21. Aschenbuttel .,"Morgen, Fuß",1,1
21. Aschenbuttel .,"Jungfrau, Land",1,2
21. Aschenbuttel .,"Mutter, Stück",1,4
21. Aschenbuttel .,"Schloß, Stiefmutter",1,3
21. Aschenbuttel .,"Haar, Schloß",1,1
21. Aschenbuttel .,"Schuh, Hand",1,3
21. Aschenbuttel .,"Stube, Kleid",1,2
21. Aschenbuttel .,"Wasser, Arbeit",1,3
21. Aschenbuttel .,"Braut, Jungfrau",1,1
21. Aschenbuttel .,"Morgen, Feuer",1,2
21. Aschenbuttel .,"Bett, Kind",1,9
21. Aschenbuttel .,"Abend, Tag",1,15
21. Aschenbuttel .,"Gott, Auge",1,3
21. Aschenbuttel .,"Ding, Schloß",1,2
21. Aschenbuttel .,"Vater, Baum",1,4
21. Aschenbuttel .,"Aschenputtel, Abend",1,1
21. Aschenbuttel .,"Stück, Messer",1,2
21. Aschenbuttel .,"Jungfrau, Sohn",1,3
21. Aschenbuttel .,"Mädchen, Braut",1,5
21. Aschenbuttel .,"Schnee, Mann",1,2
21. Aschenbuttel .,"Wasser, Feuer",1,12
21. Aschenbuttel .,"Tüchlein, Mann",1,2
21. Aschenbuttel .,"Stube, Brot",1,1
21. Aschenbuttel .,"Tochter, Kleid",1,3
21. Aschenbuttel .,"Asche, Abend",1,1
21. Aschenbuttel .,"Königssohn, Haus",1,2
21. Aschenbuttel .,"Feuer, Abend",1,5
21. Aschenbuttel .,"Mädchen, Kleid",1,4
21. Aschenbuttel .,"Schuh, Stück",1,1
21. Aschenbuttel .,"Morgen, Abend",1,9
21. Aschenbuttel .,"Bett, Töchterlein",1,1
21. Aschenbuttel .,"Aschenputtel, Alte",1,1
21. Aschenbuttel .,"Gott, Kind",1,10
21. Aschenbuttel .,"Schuh, Mann",1,1
21. Aschenbuttel .,"Feuer, Tag",1,7
21. Aschenbuttel .,"Bett, Himmel",1,1
21. Aschenbuttel .,"Stück, Königssohn",1,2
21. Aschenbuttel .,"Schuh, Pferd",1,1
21. Aschenbuttel .,"Schuh, Vöglein",1,1
21. Aschenbuttel .,"Mädchen, Stück",1,1
21. Aschenbuttel .,"Schuh, König",1,1
21. Aschenbuttel .,"Königstochter, Kleid",1,3
21. Aschenbuttel .,"Garten, Kleid",1,1
21. Aschenbuttel .,"Aschenputtel, Schloß",1,1
21. Aschenbuttel .,"Braut, Stiefmutter",1,1
21. Aschenbuttel .,"Aschenputtel, Tochter",1,2
21. Aschenbuttel .,"Frau, Herz",1,15
21. Aschenbuttel .,"Gott, Himmel",1,6
21. Aschenbuttel .,"Aschenputtel, Mann",1,1
21. Aschenbuttel .,"Garten, Abend",1,1
21. Aschenbuttel .,"Kleid, Himmel",1,2
21. Aschenbuttel .,"Hochzeit, Schloß",1,5
21. Aschenbuttel .,"Haar, Stiefmutter",1,1
21. Aschenbuttel .,"Gans, Brot",1,2
21. Aschenbuttel .,"Haus, Tochter",1,5
21. Aschenbuttel .,"Ding, Stiefmutter",1,1
21. Aschenbuttel .,"Land, Tag",1,1
21. Aschenbuttel .,"Braut, Königssohn",1,3
21. Aschenbuttel .,"Vater, Axt",1,1
21. Aschenbuttel .,"Hochzeit, König",1,17
21. Aschenbuttel .,"Braut, Schuh",1,1
21. Aschenbuttel .,"Kleid, Stiefmutter",1,1
21. Aschenbuttel .,"Gott, Bett",1,6
21. Aschenbuttel .,"Stück, Königin",1,1
21. Aschenbuttel .,"Ding, Haar",1,3
21. Aschenbuttel .,"Silber, Kleid",1,1
21. Aschenbuttel .,"Frau, Schnee",1,5
21. Aschenbuttel .,"Seide, Kleid",1,1
21. Aschenbuttel .,"Morgen, Arbeit",1,5
21. Aschenbuttel .,"Baumchen, Eltern",1,1
21. Aschenbuttel .,"Sohn, Tag",1,5
21. Aschenbuttel .,"Vöglein, Kleid",1,1
21. Aschenbuttel .,"Kind, Töchterlein",1,3
21. Aschenbuttel .,"Asche, Baum",1,1
21. Aschenbuttel .,"Schuh, Gans",1,1
21. Aschenbuttel .,"Aschenputtel, Baumchen",1,1
21. Aschenbuttel .,"Tag, Baumchen",1,1
21. Aschenbuttel .,"'nein, Kleid",1,1
21. Aschenbuttel .,"Gott, Frau",1,13
21. Aschenbuttel .,"'nein, Mann",1,5
21. Aschenbuttel .,"Schuh, Schloß",1,1
21. Aschenbuttel .,"Frau, Himmel",1,2
21. Aschenbuttel .,"Kind, Auge",1,8
21. Aschenbuttel .,"Hochzeit, Ding",1,1
21. Aschenbuttel .,"Mädchen, Axt",1,3
21. Aschenbuttel .,"Morgen, Gemahlin",1,1
21. Aschenbuttel .,"Schuh, Stube",1,1
21. Aschenbuttel .,"Mutter, Eltern",1,1
21. Aschenbuttel .,"Tag, Kleid",1,4
21. Aschenbuttel .,"Fuß, Mann",1,4
21. Aschenbuttel .,"Wasser, Tag",1,4
21. Aschenbuttel .,"Mädchen, Baum",1,9
21. Aschenbuttel .,"Königstochter, Stiefmutter",1,1
21. Aschenbuttel .,"Mann, Töchterlein",1,1
21. Aschenbuttel .,"Königssohn, Baum",1,1
21. Aschenbuttel .,"Bett, Mann",1,7
21. Aschenbuttel .,"Ding, König",1,7
21. Aschenbuttel .,"Asche, Schuh",1,1
21. Aschenbuttel .,"König, Jungfrau",1,15
21. Aschenbuttel .,"Frau, Kind",1,46
21. Aschenbuttel .,"Haus, Kleid",1,1
21. Aschenbuttel .,"Mädchen, König",1,24
21. Aschenbuttel .,"Hochzeit, Königssohn",1,5
21. Aschenbuttel .,"Schuh, Haus",1,2
21. Aschenbuttel .,"Brot, Kleid",1,2
21. Aschenbuttel .,"Mädchen, Gesicht",1,1
21. Aschenbuttel .,"Arbeit, Tag",1,4
21. Aschenbuttel .,"Herz, Tochter",1,5
21. Aschenbuttel .,"Aschenputtel, Frau",1,1
21. Aschenbuttel .,"Silber, Vogel",1,1
21. Aschenbuttel .,"Frau, Haus",1,27
21. Aschenbuttel .,"Mann, Himmel",1,2
21. Aschenbuttel .,"Aschenputtel, Stiefmutter",1,1
21. Aschenbuttel .,"Stück, Fuß",1,1
21. Aschenbuttel .,"Schuh, Haar",1,1
21. Aschenbuttel .,"Schuh, Stiefmutter",1,1
22. Das Räthsel .,"Königssohn, Diener",4,5
22. Das Räthsel .,"Mantel, Diener",3,3
22. Das Räthsel .,"Mantel, Nacht",3,4
22. Das Räthsel .,"Nacht, Königstochter",3,3
22. Das Räthsel .,"Nacht, Diener",3,4
22. Das Räthsel .,"Mantel, Königstochter",3,3
22. Das Räthsel .,"Rabe, Diener",2,2
22. Das Räthsel .,"Mantel, Bett",2,2
22. Das Räthsel .,"Rätsel, Königstochter",2,2
22. Das Räthsel .,"Wirt, Rabe",2,2
22. Das Räthsel .,"Rabe, Pferd",2,3
22. Das Räthsel .,"Mädchen, Hauschen",2,3
22. Das Räthsel .,"Bett, Herr",2,4
22. Das Räthsel .,"Diener, Herr",2,7
22. Das Räthsel .,"Mantel, Herr",2,2
22. Das Räthsel .,"Magd, Herr",2,5
22. Das Räthsel .,"Königstochter, Diener",2,5
22. Das Räthsel .,"Alte, Auge",1,4
22. Das Räthsel .,"Fremde, Stiefmutter",1,1
22. Das Räthsel .,"Mädchen, Kind",1,17
22. Das Räthsel .,"Königssohn, Stimme",1,1
22. Das Räthsel .,"Fremde, Alte",1,1
22. Das Räthsel .,"Magd, Rätsel",1,1
22. Das Räthsel .,"Fremde, Haus",1,1
22. Das Räthsel .,"Nacht, Kind",1,8
