tales	similarity (overlap of top 10 nouns)	nouns
6. Der treue Johannes ., 18. Strohhalm , Kohle und Bohne .	0	
6. Der treue Johannes ., 19. Von dem Fischer un syner Fru .	0	
6. Der treue Johannes ., 21. Aschenbuttel .	0	
6. Der treue Johannes ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	0	
6. Der treue Johannes ., 24. Frau Holle .	0	
6. Der treue Johannes ., 26. Rothkäppchen .	0	
6. Der treue Johannes ., 27. Die Bremer Stadtmusikanten .	0	
6. Der treue Johannes ., 29. Der Teufel mit den drei goldenen Haaren .	0	
6. Der treue Johannes ., 30. Läuschen und Flöhchen .	0	
6. Der treue Johannes ., 32. Der gescheidte Hans .	0	
6. Der treue Johannes ., 33. Die drei Sprachen .	0	
6. Der treue Johannes ., 35. Der Schneider im Himmel .	0	
6. Der treue Johannes ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
6. Der treue Johannes ., 38. Die Hochzeit der Frau Füchsin .	0	
6. Der treue Johannes ., 39. Die Wichtelmänner .	0	
6. Der treue Johannes ., 40. Der Räuberbräutigam .	0	
6. Der treue Johannes ., 41. Herr Korbes .	0	
6. Der treue Johannes ., 45. Daumerlings Wanderschaft .	0	
6. Der treue Johannes ., 46. Fitchers Vogel .	0	
6. Der treue Johannes ., 47. Von dem Machandelboom .	0	
6. Der treue Johannes ., 51. Fundevogel .	0	
6. Der treue Johannes ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
6. Der treue Johannes ., 58. Der Hund und der Sperling .	0	
6. Der treue Johannes ., 59. Der Frieder und das Catherlieschen .	0	
6. Der treue Johannes ., 60. Die zwei Brüder .	0	
6. Der treue Johannes ., 61. Das Bürle .	0	
6. Der treue Johannes ., 64. Die goldene Gans .	0	
6. Der treue Johannes ., 66. Häsichenbraut .	0	
6. Der treue Johannes ., 68. De Gaudeif un sien Meester .	0	
6. Der treue Johannes ., 72. Der Wolf und der Mensch .	0	
6. Der treue Johannes ., 73. Der Wolf und der Fuchs .	0	
6. Der treue Johannes ., 74. Der Fuchs und die Frau Gevatterin .	0	
6. Der treue Johannes ., 75. Der Fuchs und die Katze .	0	
6. Der treue Johannes ., 77. Das kluge Grethel .	0	
6. Der treue Johannes ., 78. Der alte Großvater und der Enkel .	0	
6. Der treue Johannes ., 79. Die Wassernixe .	0	
6. Der treue Johannes ., 80. Von dem Tode des Hühnchens .	0	
6. Der treue Johannes ., 81. Bruder Lustig .	0	
6. Der treue Johannes ., 82. De Spielhansl .	0	
6. Der treue Johannes ., 84. Hans heirathet .	0	
7. Der gute Handel ., 8. Der wunderliche Spielmann .	0	
7. Der gute Handel ., 10. Das Lumpengesindel .	0	
7. Der gute Handel ., 11. Brüderchen und Schwesterchen .	0	
7. Der gute Handel ., 15. Hänsel und Grethel .	0	
7. Der gute Handel ., 18. Strohhalm , Kohle und Bohne .	0	
7. Der gute Handel ., 21. Aschenbuttel .	0	
7. Der gute Handel ., 22. Das Räthsel .	0	
7. Der gute Handel ., 24. Frau Holle .	0	
7. Der gute Handel ., 25. Die sieben Raben .	0	
7. Der gute Handel ., 28. Der singende Knochen .	0	
7. Der gute Handel ., 30. Läuschen und Flöhchen .	0	
7. Der gute Handel ., 31. Das Mädchen ohne Hände .	0	
7. Der gute Handel ., 34. Die kluge Else .	0	
7. Der gute Handel ., 35. Der Schneider im Himmel .	0	
7. Der gute Handel ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
7. Der gute Handel ., 37. Daumesdick .	0	
7. Der gute Handel ., 38. Die Hochzeit der Frau Füchsin .	0	
7. Der gute Handel ., 39. Die Wichtelmänner .	0	
7. Der gute Handel ., 40. Der Räuberbräutigam .	0	
7. Der gute Handel ., 41. Herr Korbes .	0	
7. Der gute Handel ., 42. Der Herr Gevatter .	0	
7. Der gute Handel ., 44. Der Gevatter Tod .	0	
7. Der gute Handel ., 46. Fitchers Vogel .	0	
7. Der gute Handel ., 47. Von dem Machandelboom .	0	
7. Der gute Handel ., 51. Fundevogel .	0	
7. Der gute Handel ., 52. König Drosselbart .	0	
7. Der gute Handel ., 53. Sneewittchen .	0	
7. Der gute Handel ., 56. Der Liebste Roland .	0	
7. Der gute Handel ., 59. Der Frieder und das Catherlieschen .	0	
7. Der gute Handel ., 61. Das Bürle .	0	
7. Der gute Handel ., 62. Die Bienenkönigin .	0	
7. Der gute Handel ., 63. Die drei Federn .	0	
7. Der gute Handel ., 65. Allerleirauh .	0	
7. Der gute Handel ., 66. Häsichenbraut .	0	
7. Der gute Handel ., 67. Die zwölf Jäger .	0	
7. Der gute Handel ., 68. De Gaudeif un sien Meester .	0	
7. Der gute Handel ., 71. Sechse kommen durch die ganze Welt .	0	
7. Der gute Handel ., 72. Der Wolf und der Mensch .	0	
7. Der gute Handel ., 74. Der Fuchs und die Frau Gevatterin .	0	
7. Der gute Handel ., 76. Die Nelke .	0	
7. Der gute Handel ., 77. Das kluge Grethel .	0	
7. Der gute Handel ., 78. Der alte Großvater und der Enkel .	0	
7. Der gute Handel ., 79. Die Wassernixe .	0	
7. Der gute Handel ., 80. Von dem Tode des Hühnchens .	0	
7. Der gute Handel ., 81. Bruder Lustig .	0	
7. Der gute Handel ., 82. De Spielhansl .	0	
7. Der gute Handel ., 83. Hans im Glück .	0	
7. Der gute Handel ., 84. Hans heirathet .	0	
7. Der gute Handel ., 85. Die Goldkinder .	0	
7. Der gute Handel ., 86. Der Fuchs und die Gänse .	0	
8. Der wunderliche Spielmann ., 10. Das Lumpengesindel .	0	
8. Der wunderliche Spielmann ., 12. Rapunzel .	0	
8. Der wunderliche Spielmann ., 14. Die drei Spinnerinnen .	0	
8. Der wunderliche Spielmann ., 16. Die drei Schlangenblätter .	0	
8. Der wunderliche Spielmann ., 17. Die weiße Schlange .	0	
8. Der wunderliche Spielmann ., 18. Strohhalm , Kohle und Bohne .	0	
8. Der wunderliche Spielmann ., 19. Von dem Fischer un syner Fru .	0	
8. Der wunderliche Spielmann ., 21. Aschenbuttel .	0	
8. Der wunderliche Spielmann ., 22. Das Räthsel .	0	
8. Der wunderliche Spielmann ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	0	
8. Der wunderliche Spielmann ., 24. Frau Holle .	0	
8. Der wunderliche Spielmann ., 25. Die sieben Raben .	0	
8. Der wunderliche Spielmann ., 29. Der Teufel mit den drei goldenen Haaren .	0	
8. Der wunderliche Spielmann ., 30. Läuschen und Flöhchen .	0	
8. Der wunderliche Spielmann ., 31. Das Mädchen ohne Hände .	0	
8. Der wunderliche Spielmann ., 32. Der gescheidte Hans .	0	
8. Der wunderliche Spielmann ., 34. Die kluge Else .	0	
8. Der wunderliche Spielmann ., 35. Der Schneider im Himmel .	0	
8. Der wunderliche Spielmann ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
8. Der wunderliche Spielmann ., 39. Die Wichtelmänner .	0	
8. Der wunderliche Spielmann ., 41. Herr Korbes .	0	
8. Der wunderliche Spielmann ., 42. Der Herr Gevatter .	0	
8. Der wunderliche Spielmann ., 43. Frau Trude .	0	
8. Der wunderliche Spielmann ., 44. Der Gevatter Tod .	0	
8. Der wunderliche Spielmann ., 46. Fitchers Vogel .	0	
8. Der wunderliche Spielmann ., 47. Von dem Machandelboom .	0	
8. Der wunderliche Spielmann ., 50. Dornröschen .	0	
8. Der wunderliche Spielmann ., 52. König Drosselbart .	0	
8. Der wunderliche Spielmann ., 53. Sneewittchen .	0	
8. Der wunderliche Spielmann ., 55. Rumpelstilzchen .	0	
8. Der wunderliche Spielmann ., 58. Der Hund und der Sperling .	0	
8. Der wunderliche Spielmann ., 59. Der Frieder und das Catherlieschen .	0	
8. Der wunderliche Spielmann ., 61. Das Bürle .	0	
8. Der wunderliche Spielmann ., 62. Die Bienenkönigin .	0	
8. Der wunderliche Spielmann ., 63. Die drei Federn .	0	
8. Der wunderliche Spielmann ., 65. Allerleirauh .	0	
8. Der wunderliche Spielmann ., 66. Häsichenbraut .	0	
8. Der wunderliche Spielmann ., 67. Die zwölf Jäger .	0	
8. Der wunderliche Spielmann ., 68. De Gaudeif un sien Meester .	0	
8. Der wunderliche Spielmann ., 71. Sechse kommen durch die ganze Welt .	0	
8. Der wunderliche Spielmann ., 74. Der Fuchs und die Frau Gevatterin .	0	
8. Der wunderliche Spielmann ., 76. Die Nelke .	0	
8. Der wunderliche Spielmann ., 77. Das kluge Grethel .	0	
8. Der wunderliche Spielmann ., 78. Der alte Großvater und der Enkel .	0	
8. Der wunderliche Spielmann ., 79. Die Wassernixe .	0	
8. Der wunderliche Spielmann ., 80. Von dem Tode des Hühnchens .	0	
8. Der wunderliche Spielmann ., 82. De Spielhansl .	0	
8. Der wunderliche Spielmann ., 83. Hans im Glück .	0	
8. Der wunderliche Spielmann ., 84. Hans heirathet .	0	
8. Der wunderliche Spielmann ., 86. Der Fuchs und die Gänse .	0	
9. Die zwölf Brüder ., 10. Das Lumpengesindel .	0	
9. Die zwölf Brüder ., 16. Die drei Schlangenblätter .	0	
9. Die zwölf Brüder ., 27. Die Bremer Stadtmusikanten .	0	
9. Die zwölf Brüder ., 35. Der Schneider im Himmel .	0	
9. Die zwölf Brüder ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
9. Die zwölf Brüder ., 38. Die Hochzeit der Frau Füchsin .	0	
9. Die zwölf Brüder ., 39. Die Wichtelmänner .	0	
9. Die zwölf Brüder ., 41. Herr Korbes .	0	
9. Die zwölf Brüder ., 45. Daumerlings Wanderschaft .	0	
9. Die zwölf Brüder ., 46. Fitchers Vogel .	0	
9. Die zwölf Brüder ., 47. Von dem Machandelboom .	0	
9. Die zwölf Brüder ., 52. König Drosselbart .	0	
9. Die zwölf Brüder ., 58. Der Hund und der Sperling .	0	
9. Die zwölf Brüder ., 59. Der Frieder und das Catherlieschen .	0	
9. Die zwölf Brüder ., 61. Das Bürle .	0	
9. Die zwölf Brüder ., 62. Die Bienenkönigin .	0	
9. Die zwölf Brüder ., 63. Die drei Federn .	0	
9. Die zwölf Brüder ., 65. Allerleirauh .	0	
9. Die zwölf Brüder ., 66. Häsichenbraut .	0	
9. Die zwölf Brüder ., 68. De Gaudeif un sien Meester .	0	
9. Die zwölf Brüder ., 71. Sechse kommen durch die ganze Welt .	0	
9. Die zwölf Brüder ., 72. Der Wolf und der Mensch .	0	
9. Die zwölf Brüder ., 74. Der Fuchs und die Frau Gevatterin .	0	
9. Die zwölf Brüder ., 78. Der alte Großvater und der Enkel .	0	
9. Die zwölf Brüder ., 80. Von dem Tode des Hühnchens .	0	
9. Die zwölf Brüder ., 82. De Spielhansl .	0	
9. Die zwölf Brüder ., 83. Hans im Glück .	0	
9. Die zwölf Brüder ., 84. Hans heirathet .	0	
9. Die zwölf Brüder ., 86. Der Fuchs und die Gänse .	0	
10. Das Lumpengesindel ., 11. Brüderchen und Schwesterchen .	0	
10. Das Lumpengesindel ., 12. Rapunzel .	0	
10. Das Lumpengesindel ., 14. Die drei Spinnerinnen .	0	
10. Das Lumpengesindel ., 16. Die drei Schlangenblätter .	0	
10. Das Lumpengesindel ., 17. Die weiße Schlange .	0	
10. Das Lumpengesindel ., 18. Strohhalm , Kohle und Bohne .	0	
10. Das Lumpengesindel ., 19. Von dem Fischer un syner Fru .	0	
10. Das Lumpengesindel ., 20. Das tapfere Schneiderlein .	0	
10. Das Lumpengesindel ., 22. Das Räthsel .	0	
10. Das Lumpengesindel ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	0	
10. Das Lumpengesindel ., 25. Die sieben Raben .	0	
10. Das Lumpengesindel ., 28. Der singende Knochen .	0	
10. Das Lumpengesindel ., 29. Der Teufel mit den drei goldenen Haaren .	0	
10. Das Lumpengesindel ., 30. Läuschen und Flöhchen .	0	
10. Das Lumpengesindel ., 31. Das Mädchen ohne Hände .	0	
10. Das Lumpengesindel ., 32. Der gescheidte Hans .	0	
10. Das Lumpengesindel ., 33. Die drei Sprachen .	0	
10. Das Lumpengesindel ., 38. Die Hochzeit der Frau Füchsin .	0	
10. Das Lumpengesindel ., 39. Die Wichtelmänner .	0	
10. Das Lumpengesindel ., 45. Daumerlings Wanderschaft .	0	
10. Das Lumpengesindel ., 46. Fitchers Vogel .	0	
10. Das Lumpengesindel ., 47. Von dem Machandelboom .	0	
10. Das Lumpengesindel ., 48. Der alte Sultan .	0	
10. Das Lumpengesindel ., 49. Die sechs Schwäne .	0	
10. Das Lumpengesindel ., 50. Dornröschen .	0	
10. Das Lumpengesindel ., 52. König Drosselbart .	0	
10. Das Lumpengesindel ., 53. Sneewittchen .	0	
10. Das Lumpengesindel ., 54. Der Ranzen , das Hütlein und das Hörnlein .	0	
10. Das Lumpengesindel ., 55. Rumpelstilzchen .	0	
10. Das Lumpengesindel ., 57. Der goldene Vogel .	0	
10. Das Lumpengesindel ., 61. Das Bürle .	0	
10. Das Lumpengesindel ., 62. Die Bienenkönigin .	0	
10. Das Lumpengesindel ., 63. Die drei Federn .	0	
10. Das Lumpengesindel ., 64. Die goldene Gans .	0	
10. Das Lumpengesindel ., 65. Allerleirauh .	0	
10. Das Lumpengesindel ., 66. Häsichenbraut .	0	
10. Das Lumpengesindel ., 67. Die zwölf Jäger .	0	
10. Das Lumpengesindel ., 68. De Gaudeif un sien Meester .	0	
10. Das Lumpengesindel ., 69. Jorinde und Joringel .	0	
10. Das Lumpengesindel ., 70. Die drei Glückskinder .	0	
10. Das Lumpengesindel ., 71. Sechse kommen durch die ganze Welt .	0	
10. Das Lumpengesindel ., 72. Der Wolf und der Mensch .	0	
10. Das Lumpengesindel ., 73. Der Wolf und der Fuchs .	0	
10. Das Lumpengesindel ., 74. Der Fuchs und die Frau Gevatterin .	0	
10. Das Lumpengesindel ., 75. Der Fuchs und die Katze .	0	
10. Das Lumpengesindel ., 76. Die Nelke .	0	
10. Das Lumpengesindel ., 77. Das kluge Grethel .	0	
10. Das Lumpengesindel ., 78. Der alte Großvater und der Enkel .	0	
10. Das Lumpengesindel ., 79. Die Wassernixe .	0	
10. Das Lumpengesindel ., 81. Bruder Lustig .	0	
10. Das Lumpengesindel ., 82. De Spielhansl .	0	
10. Das Lumpengesindel ., 84. Hans heirathet .	0	
10. Das Lumpengesindel ., 86. Der Fuchs und die Gänse .	0	
11. Brüderchen und Schwesterchen ., 17. Die weiße Schlange .	0	
11. Brüderchen und Schwesterchen ., 18. Strohhalm , Kohle und Bohne .	0	
11. Brüderchen und Schwesterchen ., 19. Von dem Fischer un syner Fru .	0	
11. Brüderchen und Schwesterchen ., 21. Aschenbuttel .	0	
11. Brüderchen und Schwesterchen ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	0	
11. Brüderchen und Schwesterchen ., 24. Frau Holle .	0	
11. Brüderchen und Schwesterchen ., 27. Die Bremer Stadtmusikanten .	0	
11. Brüderchen und Schwesterchen ., 29. Der Teufel mit den drei goldenen Haaren .	0	
11. Brüderchen und Schwesterchen ., 30. Läuschen und Flöhchen .	0	
11. Brüderchen und Schwesterchen ., 32. Der gescheidte Hans .	0	
11. Brüderchen und Schwesterchen ., 33. Die drei Sprachen .	0	
11. Brüderchen und Schwesterchen ., 35. Der Schneider im Himmel .	0	
11. Brüderchen und Schwesterchen ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
11. Brüderchen und Schwesterchen ., 38. Die Hochzeit der Frau Füchsin .	0	
11. Brüderchen und Schwesterchen ., 39. Die Wichtelmänner .	0	
11. Brüderchen und Schwesterchen ., 41. Herr Korbes .	0	
11. Brüderchen und Schwesterchen ., 45. Daumerlings Wanderschaft .	0	
11. Brüderchen und Schwesterchen ., 46. Fitchers Vogel .	0	
11. Brüderchen und Schwesterchen ., 47. Von dem Machandelboom .	0	
11. Brüderchen und Schwesterchen ., 57. Der goldene Vogel .	0	
11. Brüderchen und Schwesterchen ., 58. Der Hund und der Sperling .	0	
11. Brüderchen und Schwesterchen ., 59. Der Frieder und das Catherlieschen .	0	
11. Brüderchen und Schwesterchen ., 60. Die zwei Brüder .	0	
11. Brüderchen und Schwesterchen ., 61. Das Bürle .	0	
11. Brüderchen und Schwesterchen ., 62. Die Bienenkönigin .	0	
11. Brüderchen und Schwesterchen ., 66. Häsichenbraut .	0	
11. Brüderchen und Schwesterchen ., 68. De Gaudeif un sien Meester .	0	
11. Brüderchen und Schwesterchen ., 70. Die drei Glückskinder .	0	
11. Brüderchen und Schwesterchen ., 74. Der Fuchs und die Frau Gevatterin .	0	
11. Brüderchen und Schwesterchen ., 77. Das kluge Grethel .	0	
11. Brüderchen und Schwesterchen ., 78. Der alte Großvater und der Enkel .	0	
11. Brüderchen und Schwesterchen ., 80. Von dem Tode des Hühnchens .	0	
11. Brüderchen und Schwesterchen ., 81. Bruder Lustig .	0	
11. Brüderchen und Schwesterchen ., 82. De Spielhansl .	0	
11. Brüderchen und Schwesterchen ., 86. Der Fuchs und die Gänse .	0	
12. Rapunzel ., 18. Strohhalm , Kohle und Bohne .	0	
12. Rapunzel ., 24. Frau Holle .	0	
12. Rapunzel ., 27. Die Bremer Stadtmusikanten .	0	
12. Rapunzel ., 28. Der singende Knochen .	0	
12. Rapunzel ., 30. Läuschen und Flöhchen .	0	
12. Rapunzel ., 33. Die drei Sprachen .	0	
12. Rapunzel ., 35. Der Schneider im Himmel .	0	
12. Rapunzel ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
12. Rapunzel ., 40. Der Räuberbräutigam .	0	
12. Rapunzel ., 41. Herr Korbes .	0	
12. Rapunzel ., 51. Fundevogel .	0	
12. Rapunzel ., 55. Rumpelstilzchen .	0	
12. Rapunzel ., 60. Die zwei Brüder .	0	
12. Rapunzel ., 62. Die Bienenkönigin .	0	
12. Rapunzel ., 67. Die zwölf Jäger .	0	
12. Rapunzel ., 70. Die drei Glückskinder .	0	
12. Rapunzel ., 72. Der Wolf und der Mensch .	0	
12. Rapunzel ., 75. Der Fuchs und die Katze .	0	
12. Rapunzel ., 77. Das kluge Grethel .	0	
12. Rapunzel ., 79. Die Wassernixe .	0	
12. Rapunzel ., 80. Von dem Tode des Hühnchens .	0	
12. Rapunzel ., 81. Bruder Lustig .	0	
12. Rapunzel ., 82. De Spielhansl .	0	
12. Rapunzel ., 83. Hans im Glück .	0	
12. Rapunzel ., 86. Der Fuchs und die Gänse .	0	
13. Die drei Männlein im Walde ., 14. Die drei Spinnerinnen .	0	
13. Die drei Männlein im Walde ., 18. Strohhalm , Kohle und Bohne .	0	
13. Die drei Männlein im Walde ., 32. Der gescheidte Hans .	0	
13. Die drei Männlein im Walde ., 33. Die drei Sprachen .	0	
13. Die drei Männlein im Walde ., 35. Der Schneider im Himmel .	0	
13. Die drei Männlein im Walde ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
13. Die drei Männlein im Walde ., 50. Dornröschen .	0	
13. Die drei Männlein im Walde ., 53. Sneewittchen .	0	
13. Die drei Männlein im Walde ., 62. Die Bienenkönigin .	0	
13. Die drei Männlein im Walde ., 65. Allerleirauh .	0	
13. Die drei Männlein im Walde ., 72. Der Wolf und der Mensch .	0	
13. Die drei Männlein im Walde ., 76. Die Nelke .	0	
13. Die drei Männlein im Walde ., 77. Das kluge Grethel .	0	
13. Die drei Männlein im Walde ., 82. De Spielhansl .	0	
13. Die drei Männlein im Walde ., 83. Hans im Glück .	0	
13. Die drei Männlein im Walde ., 86. Der Fuchs und die Gänse .	0	
14. Die drei Spinnerinnen ., 15. Hänsel und Grethel .	0	
14. Die drei Spinnerinnen ., 17. Die weiße Schlange .	0	
14. Die drei Spinnerinnen ., 18. Strohhalm , Kohle und Bohne .	0	
14. Die drei Spinnerinnen ., 19. Von dem Fischer un syner Fru .	0	
14. Die drei Spinnerinnen ., 20. Das tapfere Schneiderlein .	0	
14. Die drei Spinnerinnen ., 22. Das Räthsel .	0	
14. Die drei Spinnerinnen ., 24. Frau Holle .	0	
14. Die drei Spinnerinnen ., 25. Die sieben Raben .	0	
14. Die drei Spinnerinnen ., 27. Die Bremer Stadtmusikanten .	0	
14. Die drei Spinnerinnen ., 28. Der singende Knochen .	0	
14. Die drei Spinnerinnen ., 30. Läuschen und Flöhchen .	0	
14. Die drei Spinnerinnen ., 33. Die drei Sprachen .	0	
14. Die drei Spinnerinnen ., 34. Die kluge Else .	0	
14. Die drei Spinnerinnen ., 35. Der Schneider im Himmel .	0	
14. Die drei Spinnerinnen ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
14. Die drei Spinnerinnen ., 37. Daumesdick .	0	
14. Die drei Spinnerinnen ., 38. Die Hochzeit der Frau Füchsin .	0	
14. Die drei Spinnerinnen ., 39. Die Wichtelmänner .	0	
14. Die drei Spinnerinnen ., 41. Herr Korbes .	0	
14. Die drei Spinnerinnen ., 42. Der Herr Gevatter .	0	
14. Die drei Spinnerinnen ., 44. Der Gevatter Tod .	0	
14. Die drei Spinnerinnen ., 45. Daumerlings Wanderschaft .	0	
14. Die drei Spinnerinnen ., 46. Fitchers Vogel .	0	
14. Die drei Spinnerinnen ., 47. Von dem Machandelboom .	0	
14. Die drei Spinnerinnen ., 48. Der alte Sultan .	0	
14. Die drei Spinnerinnen ., 51. Fundevogel .	0	
14. Die drei Spinnerinnen ., 56. Der Liebste Roland .	0	
14. Die drei Spinnerinnen ., 57. Der goldene Vogel .	0	
14. Die drei Spinnerinnen ., 58. Der Hund und der Sperling .	0	
14. Die drei Spinnerinnen ., 59. Der Frieder und das Catherlieschen .	0	
14. Die drei Spinnerinnen ., 60. Die zwei Brüder .	0	
14. Die drei Spinnerinnen ., 61. Das Bürle .	0	
14. Die drei Spinnerinnen ., 62. Die Bienenkönigin .	0	
14. Die drei Spinnerinnen ., 63. Die drei Federn .	0	
14. Die drei Spinnerinnen ., 64. Die goldene Gans .	0	
14. Die drei Spinnerinnen ., 65. Allerleirauh .	0	
14. Die drei Spinnerinnen ., 66. Häsichenbraut .	0	
14. Die drei Spinnerinnen ., 67. Die zwölf Jäger .	0	
14. Die drei Spinnerinnen ., 68. De Gaudeif un sien Meester .	0	
14. Die drei Spinnerinnen ., 70. Die drei Glückskinder .	0	
14. Die drei Spinnerinnen ., 71. Sechse kommen durch die ganze Welt .	0	
14. Die drei Spinnerinnen ., 72. Der Wolf und der Mensch .	0	
14. Die drei Spinnerinnen ., 74. Der Fuchs und die Frau Gevatterin .	0	
14. Die drei Spinnerinnen ., 75. Der Fuchs und die Katze .	0	
14. Die drei Spinnerinnen ., 77. Das kluge Grethel .	0	
14. Die drei Spinnerinnen ., 78. Der alte Großvater und der Enkel .	0	
14. Die drei Spinnerinnen ., 79. Die Wassernixe .	0	
14. Die drei Spinnerinnen ., 80. Von dem Tode des Hühnchens .	0	
14. Die drei Spinnerinnen ., 81. Bruder Lustig .	0	
14. Die drei Spinnerinnen ., 82. De Spielhansl .	0	
14. Die drei Spinnerinnen ., 83. Hans im Glück .	0	
14. Die drei Spinnerinnen ., 84. Hans heirathet .	0	
14. Die drei Spinnerinnen ., 85. Die Goldkinder .	0	
14. Die drei Spinnerinnen ., 86. Der Fuchs und die Gänse .	0	
15. Hänsel und Grethel ., 17. Die weiße Schlange .	0	
15. Hänsel und Grethel ., 18. Strohhalm , Kohle und Bohne .	0	
15. Hänsel und Grethel ., 21. Aschenbuttel .	0	
15. Hänsel und Grethel ., 22. Das Räthsel .	0	
15. Hänsel und Grethel ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	0	
15. Hänsel und Grethel ., 30. Läuschen und Flöhchen .	0	
15. Hänsel und Grethel ., 33. Die drei Sprachen .	0	
15. Hänsel und Grethel ., 35. Der Schneider im Himmel .	0	
15. Hänsel und Grethel ., 46. Fitchers Vogel .	0	
15. Hänsel und Grethel ., 55. Rumpelstilzchen .	0	
15. Hänsel und Grethel ., 58. Der Hund und der Sperling .	0	
15. Hänsel und Grethel ., 60. Die zwei Brüder .	0	
15. Hänsel und Grethel ., 62. Die Bienenkönigin .	0	
15. Hänsel und Grethel ., 68. De Gaudeif un sien Meester .	0	
15. Hänsel und Grethel ., 70. Die drei Glückskinder .	0	
15. Hänsel und Grethel ., 71. Sechse kommen durch die ganze Welt .	0	
15. Hänsel und Grethel ., 72. Der Wolf und der Mensch .	0	
15. Hänsel und Grethel ., 79. Die Wassernixe .	0	
15. Hänsel und Grethel ., 80. Von dem Tode des Hühnchens .	0	
15. Hänsel und Grethel ., 82. De Spielhansl .	0	
15. Hänsel und Grethel ., 83. Hans im Glück .	0	
15. Hänsel und Grethel ., 86. Der Fuchs und die Gänse .	0	
16. Die drei Schlangenblätter ., 18. Strohhalm , Kohle und Bohne .	0	
16. Die drei Schlangenblätter ., 21. Aschenbuttel .	0	
16. Die drei Schlangenblätter ., 22. Das Räthsel .	0	
16. Die drei Schlangenblätter ., 24. Frau Holle .	0	
16. Die drei Schlangenblätter ., 27. Die Bremer Stadtmusikanten .	0	
16. Die drei Schlangenblätter ., 30. Läuschen und Flöhchen .	0	
16. Die drei Schlangenblätter ., 33. Die drei Sprachen .	0	
16. Die drei Schlangenblätter ., 35. Der Schneider im Himmel .	0	
16. Die drei Schlangenblätter ., 40. Der Räuberbräutigam .	0	
16. Die drei Schlangenblätter ., 41. Herr Korbes .	0	
16. Die drei Schlangenblätter ., 51. Fundevogel .	0	
16. Die drei Schlangenblätter ., 53. Sneewittchen .	0	
16. Die drei Schlangenblätter ., 55. Rumpelstilzchen .	0	
16. Die drei Schlangenblätter ., 56. Der Liebste Roland .	0	
16. Die drei Schlangenblätter ., 57. Der goldene Vogel .	0	
16. Die drei Schlangenblätter ., 60. Die zwei Brüder .	0	
16. Die drei Schlangenblätter ., 62. Die Bienenkönigin .	0	
16. Die drei Schlangenblätter ., 70. Die drei Glückskinder .	0	
16. Die drei Schlangenblätter ., 72. Der Wolf und der Mensch .	0	
16. Die drei Schlangenblätter ., 75. Der Fuchs und die Katze .	0	
16. Die drei Schlangenblätter ., 77. Das kluge Grethel .	0	
16. Die drei Schlangenblätter ., 79. Die Wassernixe .	0	
16. Die drei Schlangenblätter ., 80. Von dem Tode des Hühnchens .	0	
16. Die drei Schlangenblätter ., 81. Bruder Lustig .	0	
16. Die drei Schlangenblätter ., 82. De Spielhansl .	0	
16. Die drei Schlangenblätter ., 83. Hans im Glück .	0	
17. Die weiße Schlange ., 18. Strohhalm , Kohle und Bohne .	0	
17. Die weiße Schlange ., 21. Aschenbuttel .	0	
17. Die weiße Schlange ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	0	
17. Die weiße Schlange ., 25. Die sieben Raben .	0	
17. Die weiße Schlange ., 26. Rothkäppchen .	0	
17. Die weiße Schlange ., 27. Die Bremer Stadtmusikanten .	0	
17. Die weiße Schlange ., 28. Der singende Knochen .	0	
17. Die weiße Schlange ., 30. Läuschen und Flöhchen .	0	
17. Die weiße Schlange ., 31. Das Mädchen ohne Hände .	0	
17. Die weiße Schlange ., 32. Der gescheidte Hans .	0	
17. Die weiße Schlange ., 33. Die drei Sprachen .	0	
17. Die weiße Schlange ., 34. Die kluge Else .	0	
17. Die weiße Schlange ., 35. Der Schneider im Himmel .	0	
17. Die weiße Schlange ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	0	
17. Die weiße Schlange ., 38. Die Hochzeit der Frau Füchsin .	0	
17. Die weiße Schlange ., 39. Die Wichtelmänner .	0	
17. Die weiße Schlange ., 40. Der Räuberbräutigam .	0	
17. Die weiße Schlange ., 41. Herr Korbes .	0	
17. Die weiße Schlange ., 42. Der Herr Gevatter .	0	
17. Die weiße Schlange ., 43. Frau Trude .	0	
17. Die weiße Schlange ., 44. Der Gevatter Tod .	0	
