tales	similarity (overlap of top 10 nouns)	nouns
7. Der gute Handel ., 64. Die goldene Gans .	1	 König
7. Der gute Handel ., 69. Jorinde und Joringel .	1	 Tag
7. Der gute Handel ., 70. Die drei Glückskinder .	1	 König
7. Der gute Handel ., 73. Der Wolf und der Fuchs .	1	 Tag
7. Der gute Handel ., 75. Der Fuchs und die Katze .	1	 Hund
7. Der gute Handel ., full corpus	1	 Tag
8. Der wunderliche Spielmann ., 9. Die zwölf Brüder .	1	 Wald
8. Der wunderliche Spielmann ., 11. Brüderchen und Schwesterchen .	1	 Wald
8. Der wunderliche Spielmann ., 13. Die drei Männlein im Walde .	1	 Wald
8. Der wunderliche Spielmann ., 27. Die Bremer Stadtmusikanten .	1	 Weg
8. Der wunderliche Spielmann ., 28. Der singende Knochen .	1	 Wald
8. Der wunderliche Spielmann ., 33. Die drei Sprachen .	1	 Zeit
8. Der wunderliche Spielmann ., 37. Daumesdick .	1	 Wolf
8. Der wunderliche Spielmann ., 38. Die Hochzeit der Frau Füchsin .	1	 Wolf
8. Der wunderliche Spielmann ., 45. Daumerlings Wanderschaft .	1	 Fuchs
8. Der wunderliche Spielmann ., 48. Der alte Sultan .	1	 Wald
8. Der wunderliche Spielmann ., 51. Fundevogel .	1	 Wald
8. Der wunderliche Spielmann ., 54. Der Ranzen , das Hütlein und das Hörnlein .	1	 Wald
8. Der wunderliche Spielmann ., 56. Der Liebste Roland .	1	 Zeit
8. Der wunderliche Spielmann ., 57. Der goldene Vogel .	1	 Weg
8. Der wunderliche Spielmann ., 60. Die zwei Brüder .	1	 Fuchs
8. Der wunderliche Spielmann ., 69. Jorinde und Joringel .	1	 Wald
8. Der wunderliche Spielmann ., 70. Die drei Glückskinder .	1	 Zeit
8. Der wunderliche Spielmann ., 72. Der Wolf und der Mensch .	1	 Fuchs
8. Der wunderliche Spielmann ., 81. Bruder Lustig .	1	 Weg
8. Der wunderliche Spielmann ., 85. Die Goldkinder .	1	 Wald
8. Der wunderliche Spielmann ., full corpus	1	 Wald
9. Die zwölf Brüder ., 12. Rapunzel .	1	 Kind
9. Die zwölf Brüder ., 14. Die drei Spinnerinnen .	1	 Mutter
9. Die zwölf Brüder ., 17. Die weiße Schlange .	1	 König
9. Die zwölf Brüder ., 18. Strohhalm , Kohle und Bohne .	1	 Feuer
9. Die zwölf Brüder ., 19. Von dem Fischer un syner Fru .	1	 König
9. Die zwölf Brüder ., 22. Das Räthsel .	1	 Mädchen
9. Die zwölf Brüder ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	1	 Feuer
9. Die zwölf Brüder ., 24. Frau Holle .	1	 Mädchen
9. Die zwölf Brüder ., 26. Rothkäppchen .	1	 Wald
9. Die zwölf Brüder ., 28. Der singende Knochen .	1	 Wald
9. Die zwölf Brüder ., 29. Der Teufel mit den drei goldenen Haaren .	1	 König
9. Die zwölf Brüder ., 30. Läuschen und Flöhchen .	1	 Mädchen
9. Die zwölf Brüder ., 31. Das Mädchen ohne Hände .	1	 Kind
9. Die zwölf Brüder ., 32. Der gescheidte Hans .	1	 Mutter
9. Die zwölf Brüder ., 33. Die drei Sprachen .	1	 Jahr
9. Die zwölf Brüder ., 34. Die kluge Else .	1	 Kind
9. Die zwölf Brüder ., 37. Daumesdick .	1	 Kind
9. Die zwölf Brüder ., 42. Der Herr Gevatter .	1	 Kind
9. Die zwölf Brüder ., 44. Der Gevatter Tod .	1	 Kind
9. Die zwölf Brüder ., 51. Fundevogel .	1	 Wald
9. Die zwölf Brüder ., 53. Sneewittchen .	1	 Kind
9. Die zwölf Brüder ., 57. Der goldene Vogel .	1	 König
9. Die zwölf Brüder ., 60. Die zwei Brüder .	1	 König
9. Die zwölf Brüder ., 67. Die zwölf Jäger .	1	 Mädchen
9. Die zwölf Brüder ., 69. Jorinde und Joringel .	1	 Wald
9. Die zwölf Brüder ., 70. Die drei Glückskinder .	1	 König
9. Die zwölf Brüder ., 73. Der Wolf und der Fuchs .	1	 Wald
9. Die zwölf Brüder ., 75. Der Fuchs und die Katze .	1	 Wald
9. Die zwölf Brüder ., 76. Die Nelke .	1	 Kind
9. Die zwölf Brüder ., 77. Das kluge Grethel .	1	 Feuer
9. Die zwölf Brüder ., 79. Die Wassernixe .	1	 Mädchen
9. Die zwölf Brüder ., 81. Bruder Lustig .	1	Bruder
9. Die zwölf Brüder ., 85. Die Goldkinder .	1	 Wald
10. Das Lumpengesindel ., 13. Die drei Männlein im Walde .	1	 Haus
10. Das Lumpengesindel ., 15. Hänsel und Grethel .	1	 Haus
10. Das Lumpengesindel ., 21. Aschenbuttel .	1	 Fuß
10. Das Lumpengesindel ., 24. Frau Holle .	1	 Haus
10. Das Lumpengesindel ., 26. Rothkäppchen .	1	 Haus
10. Das Lumpengesindel ., 27. Die Bremer Stadtmusikanten .	1	 Haus
10. Das Lumpengesindel ., 34. Die kluge Else .	1	 Kopf
10. Das Lumpengesindel ., 35. Der Schneider im Himmel .	1	 Fuß
10. Das Lumpengesindel ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	1	 Wirt
10. Das Lumpengesindel ., 37. Daumesdick .	1	 Wagen
10. Das Lumpengesindel ., 40. Der Räuberbräutigam .	1	 Haus
10. Das Lumpengesindel ., 42. Der Herr Gevatter .	1	 Kopf
10. Das Lumpengesindel ., 43. Frau Trude .	1	 Haus
10. Das Lumpengesindel ., 44. Der Gevatter Tod .	1	 Fuß
10. Das Lumpengesindel ., 51. Fundevogel .	1	 Haus
10. Das Lumpengesindel ., 56. Der Liebste Roland .	1	 Kopf
10. Das Lumpengesindel ., 59. Der Frieder und das Catherlieschen .	1	 Haus
10. Das Lumpengesindel ., 60. Die zwei Brüder .	1	 Wirt
10. Das Lumpengesindel ., 80. Von dem Tode des Hühnchens .	1	 Wagen
10. Das Lumpengesindel ., 83. Hans im Glück .	1	 Kopf
10. Das Lumpengesindel ., 85. Die Goldkinder .	1	 Haus
10. Das Lumpengesindel ., full corpus	1	 Haus
11. Brüderchen und Schwesterchen ., 12. Rapunzel .	1	 Kind
11. Brüderchen und Schwesterchen ., 13. Die drei Männlein im Walde .	1	 Wald
11. Brüderchen und Schwesterchen ., 14. Die drei Spinnerinnen .	1	 Königin
11. Brüderchen und Schwesterchen ., 16. Die drei Schlangenblätter .	1	König
11. Brüderchen und Schwesterchen ., 20. Das tapfere Schneiderlein .	1	 Wald
11. Brüderchen und Schwesterchen ., 22. Das Räthsel .	1	 Nacht
11. Brüderchen und Schwesterchen ., 25. Die sieben Raben .	1	 Kind
11. Brüderchen und Schwesterchen ., 26. Rothkäppchen .	1	 Wald
11. Brüderchen und Schwesterchen ., 34. Die kluge Else .	1	 Kind
11. Brüderchen und Schwesterchen ., 37. Daumesdick .	1	 Kind
11. Brüderchen und Schwesterchen ., 40. Der Räuberbräutigam .	1	 Wald
11. Brüderchen und Schwesterchen ., 42. Der Herr Gevatter .	1	 Kind
11. Brüderchen und Schwesterchen ., 43. Frau Trude .	1	 Kind
11. Brüderchen und Schwesterchen ., 44. Der Gevatter Tod .	1	 Kind
11. Brüderchen und Schwesterchen ., 51. Fundevogel .	1	 Wald
11. Brüderchen und Schwesterchen ., 54. Der Ranzen , das Hütlein und das Hörnlein .	1	 Wald
11. Brüderchen und Schwesterchen ., 56. Der Liebste Roland .	1	 Kind
11. Brüderchen und Schwesterchen ., 63. Die drei Federn .	1	König
11. Brüderchen und Schwesterchen ., 64. Die goldene Gans .	1	 Wald
11. Brüderchen und Schwesterchen ., 65. Allerleirauh .	1	König
11. Brüderchen und Schwesterchen ., 69. Jorinde und Joringel .	1	 Wald
11. Brüderchen und Schwesterchen ., 71. Sechse kommen durch die ganze Welt .	1	König
11. Brüderchen und Schwesterchen ., 72. Der Wolf und der Mensch .	1	 Jäger
11. Brüderchen und Schwesterchen ., 73. Der Wolf und der Fuchs .	1	 Wald
11. Brüderchen und Schwesterchen ., 75. Der Fuchs und die Katze .	1	 Wald
11. Brüderchen und Schwesterchen ., 83. Hans im Glück .	1	 Hand
11. Brüderchen und Schwesterchen ., 84. Hans heirathet .	1	 Hand
11. Brüderchen und Schwesterchen ., 85. Die Goldkinder .	1	 Wald
12. Rapunzel ., 14. Die drei Spinnerinnen .	1	 Tag
12. Rapunzel ., 17. Die weiße Schlange .	1	 Garten
12. Rapunzel ., 21. Aschenbuttel .	1	 Königssohn
12. Rapunzel ., 22. Das Räthsel .	1	 Königssohn
12. Rapunzel ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	1	 Tag
12. Rapunzel ., 25. Die sieben Raben .	1	 Kind
12. Rapunzel ., 26. Rothkäppchen .	1	 Tag
12. Rapunzel ., 32. Der gescheidte Hans .	1	 Tag
12. Rapunzel ., 38. Die Hochzeit der Frau Füchsin .	1	 Frau
12. Rapunzel ., 45. Daumerlings Wanderschaft .	1	 Frau
12. Rapunzel ., 46. Fitchers Vogel .	1	 Mann
12. Rapunzel ., 47. Von dem Machandelboom .	1	 Frau
12. Rapunzel ., 53. Sneewittchen .	1	 Kind
12. Rapunzel ., 54. Der Ranzen , das Hütlein und das Hörnlein .	1	 Tag
12. Rapunzel ., 56. Der Liebste Roland .	1	 Kind
12. Rapunzel ., 57. Der goldene Vogel .	1	 Königssohn
12. Rapunzel ., 58. Der Hund und der Sperling .	1	 Mann
12. Rapunzel ., 59. Der Frieder und das Catherlieschen .	1	 Mann
12. Rapunzel ., 61. Das Bürle .	1	 Frau
12. Rapunzel ., 63. Die drei Federn .	1	 Frau
12. Rapunzel ., 64. Die goldene Gans .	1	 Mann
12. Rapunzel ., 65. Allerleirauh .	1	 Haar
12. Rapunzel ., 66. Häsichenbraut .	1	 Frau
12. Rapunzel ., 68. De Gaudeif un sien Meester .	1	 Mann
12. Rapunzel ., 69. Jorinde und Joringel .	1	 Tag
12. Rapunzel ., 71. Sechse kommen durch die ganze Welt .	1	 Mann
12. Rapunzel ., 73. Der Wolf und der Fuchs .	1	 Tag
12. Rapunzel ., 74. Der Fuchs und die Frau Gevatterin .	1	 Frau
12. Rapunzel ., 84. Hans heirathet .	1	 Frau
12. Rapunzel ., 85. Die Goldkinder .	1	 Frau
13. Die drei Männlein im Walde ., 17. Die weiße Schlange .	1	 König
13. Die drei Männlein im Walde ., 21. Aschenbuttel .	1	 Mädchen
13. Die drei Männlein im Walde ., 22. Das Räthsel .	1	 Mädchen
13. Die drei Männlein im Walde ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	1	 Wasser
13. Die drei Männlein im Walde ., 25. Die sieben Raben .	1	 Mädchen
13. Die drei Männlein im Walde ., 27. Die Bremer Stadtmusikanten .	1	 Haus
13. Die drei Männlein im Walde ., 28. Der singende Knochen .	1	 Wald
13. Die drei Männlein im Walde ., 31. Das Mädchen ohne Hände .	1	 Frau
13. Die drei Männlein im Walde ., 38. Die Hochzeit der Frau Füchsin .	1	 Frau
13. Die drei Männlein im Walde ., 41. Herr Korbes .	1	 Haus
13. Die drei Männlein im Walde ., 44. Der Gevatter Tod .	1	 Mann
13. Die drei Männlein im Walde ., 45. Daumerlings Wanderschaft .	1	 Frau
13. Die drei Männlein im Walde ., 46. Fitchers Vogel .	1	 Mann
13. Die drei Männlein im Walde ., 47. Von dem Machandelboom .	1	 Frau
13. Die drei Männlein im Walde ., 56. Der Liebste Roland .	1	 Mädchen
13. Die drei Männlein im Walde ., 57. Der goldene Vogel .	1	 König
13. Die drei Männlein im Walde ., 58. Der Hund und der Sperling .	1	 Mann
13. Die drei Männlein im Walde ., 60. Die zwei Brüder .	1	 König
13. Die drei Männlein im Walde ., 63. Die drei Federn .	1	 Frau
13. Die drei Männlein im Walde ., 66. Häsichenbraut .	1	 Frau
13. Die drei Männlein im Walde ., 67. Die zwölf Jäger .	1	 Mädchen
13. Die drei Männlein im Walde ., 68. De Gaudeif un sien Meester .	1	 Mann
13. Die drei Männlein im Walde ., 69. Jorinde und Joringel .	1	 Wald
13. Die drei Männlein im Walde ., 70. Die drei Glückskinder .	1	 König
13. Die drei Männlein im Walde ., 71. Sechse kommen durch die ganze Welt .	1	 Mann
13. Die drei Männlein im Walde ., 73. Der Wolf und der Fuchs .	1	 Wald
13. Die drei Männlein im Walde ., 74. Der Fuchs und die Frau Gevatterin .	1	 Frau
13. Die drei Männlein im Walde ., 75. Der Fuchs und die Katze .	1	 Wald
13. Die drei Männlein im Walde ., 79. Die Wassernixe .	1	 Mädchen
13. Die drei Männlein im Walde ., 80. Von dem Tode des Hühnchens .	1	 Wasser
13. Die drei Männlein im Walde ., 81. Bruder Lustig .	1	 Wasser
13. Die drei Männlein im Walde ., 84. Hans heirathet .	1	 Frau
14. Die drei Spinnerinnen ., 16. Die drei Schlangenblätter .	1	 Tag
14. Die drei Spinnerinnen ., 21. Aschenbuttel .	1	 Mutter
14. Die drei Spinnerinnen ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	1	 Tag
14. Die drei Spinnerinnen ., 26. Rothkäppchen .	1	 Tag
14. Die drei Spinnerinnen ., 29. Der Teufel mit den drei goldenen Haaren .	1	 Tochter
14. Die drei Spinnerinnen ., 31. Das Mädchen ohne Hände .	1	 Königin
14. Die drei Spinnerinnen ., 40. Der Räuberbräutigam .	1	 Bräutigam
14. Die drei Spinnerinnen ., 43. Frau Trude .	1	 Tag
14. Die drei Spinnerinnen ., 52. König Drosselbart .	1	 Tochter
14. Die drei Spinnerinnen ., 53. Sneewittchen .	1	 Königin
14. Die drei Spinnerinnen ., 54. Der Ranzen , das Hütlein und das Hörnlein .	1	 Tag
14. Die drei Spinnerinnen ., 69. Jorinde und Joringel .	1	 Tag
14. Die drei Spinnerinnen ., 73. Der Wolf und der Fuchs .	1	 Tag
14. Die drei Spinnerinnen ., 76. Die Nelke .	1	 Königin
14. Die drei Spinnerinnen ., full corpus	1	 Tag
15. Hänsel und Grethel ., 19. Von dem Fischer un syner Fru .	1	 Frau
15. Hänsel und Grethel ., 24. Frau Holle .	1	 Haus
15. Hänsel und Grethel ., 28. Der singende Knochen .	1	 Wald
15. Hänsel und Grethel ., 29. Der Teufel mit den drei goldenen Haaren .	1	 Frau
15. Hänsel und Grethel ., 32. Der gescheidte Hans .	1	 Grethel
15. Hänsel und Grethel ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	1	 Vater
15. Hänsel und Grethel ., 38. Die Hochzeit der Frau Füchsin .	1	 Frau
15. Hänsel und Grethel ., 39. Die Wichtelmänner .	1	 Frau
15. Hänsel und Grethel ., 41. Herr Korbes .	1	 Haus
15. Hänsel und Grethel ., 42. Der Herr Gevatter .	1	 Kind
15. Hänsel und Grethel ., 44. Der Gevatter Tod .	1	 Kind
15. Hänsel und Grethel ., 47. Von dem Machandelboom .	1	 Frau
15. Hänsel und Grethel ., 50. Dornröschen .	1	 Kind
15. Hänsel und Grethel ., 52. König Drosselbart .	1	 Frau
15. Hänsel und Grethel ., 53. Sneewittchen .	1	 Kind
15. Hänsel und Grethel ., 54. Der Ranzen , das Hütlein und das Hörnlein .	1	 Wald
15. Hänsel und Grethel ., 57. Der goldene Vogel .	1	 Weg
15. Hänsel und Grethel ., 59. Der Frieder und das Catherlieschen .	1	 Haus
15. Hänsel und Grethel ., 61. Das Bürle .	1	 Frau
15. Hänsel und Grethel ., 63. Die drei Federn .	1	 Frau
15. Hänsel und Grethel ., 64. Die goldene Gans .	1	 Wald
15. Hänsel und Grethel ., 65. Allerleirauh .	1	 Vater
15. Hänsel und Grethel ., 66. Häsichenbraut .	1	 Frau
15. Hänsel und Grethel ., 67. Die zwölf Jäger .	1	 Vater
15. Hänsel und Grethel ., 69. Jorinde und Joringel .	1	 Wald
15. Hänsel und Grethel ., 73. Der Wolf und der Fuchs .	1	 Wald
15. Hänsel und Grethel ., 74. Der Fuchs und die Frau Gevatterin .	1	 Frau
15. Hänsel und Grethel ., 75. Der Fuchs und die Katze .	1	 Wald
15. Hänsel und Grethel ., 76. Die Nelke .	1	 Kind
15. Hänsel und Grethel ., 77. Das kluge Grethel .	1	 Grethel
15. Hänsel und Grethel ., 81. Bruder Lustig .	1	 Weg
15. Hänsel und Grethel ., 84. Hans heirathet .	1	 Frau
16. Die drei Schlangenblätter ., 17. Die weiße Schlange .	1	 Leben
16. Die drei Schlangenblätter ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	1	 Tag
16. Die drei Schlangenblätter ., 25. Die sieben Raben .	1	 Vater
16. Die drei Schlangenblätter ., 26. Rothkäppchen .	1	 Tag
16. Die drei Schlangenblätter ., 28. Der singende Knochen .	1	König
16. Die drei Schlangenblätter ., 29. Der Teufel mit den drei goldenen Haaren .	1	 Frau
16. Die drei Schlangenblätter ., 32. Der gescheidte Hans .	1	 Tag
16. Die drei Schlangenblätter ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	1	 Vater
16. Die drei Schlangenblätter ., 38. Die Hochzeit der Frau Füchsin .	1	 Frau
16. Die drei Schlangenblätter ., 42. Der Herr Gevatter .	1	 Mann
16. Die drei Schlangenblätter ., 44. Der Gevatter Tod .	1	 Mann
16. Die drei Schlangenblätter ., 46. Fitchers Vogel .	1	 Mann
16. Die drei Schlangenblätter ., 47. Von dem Machandelboom .	1	 Frau
16. Die drei Schlangenblätter ., 48. Der alte Sultan .	1	 Frau
16. Die drei Schlangenblätter ., 54. Der Ranzen , das Hütlein und das Hörnlein .	1	 Tag
16. Die drei Schlangenblätter ., 58. Der Hund und der Sperling .	1	 Mann
16. Die drei Schlangenblätter ., 59. Der Frieder und das Catherlieschen .	1	 Mann
16. Die drei Schlangenblätter ., 61. Das Bürle .	1	 Frau
16. Die drei Schlangenblätter ., 64. Die goldene Gans .	1	 Mann
16. Die drei Schlangenblätter ., 66. Häsichenbraut .	1	 Frau
16. Die drei Schlangenblätter ., 68. De Gaudeif un sien Meester .	1	 Mann
16. Die drei Schlangenblätter ., 69. Jorinde und Joringel .	1	 Tag
16. Die drei Schlangenblätter ., 73. Der Wolf und der Fuchs .	1	 Tag
16. Die drei Schlangenblätter ., 74. Der Fuchs und die Frau Gevatterin .	1	 Frau
16. Die drei Schlangenblätter ., 84. Hans heirathet .	1	 Frau
16. Die drei Schlangenblätter ., 86. Der Fuchs und die Gänse .	1	 Leben
17. Die weiße Schlange ., 19. Von dem Fischer un syner Fru .	1	 König
17. Die weiße Schlange ., 20. Das tapfere Schneiderlein .	1	 König
17. Die weiße Schlange ., 24. Frau Holle .	1	 Apfel
17. Die weiße Schlange ., 29. Der Teufel mit den drei goldenen Haaren .	1	 König
17. Die weiße Schlange ., 37. Daumesdick .	1	 Pferd
17. Die weiße Schlange ., 50. Dornröschen .	1	 Königstochter
17. Die weiße Schlange ., 52. König Drosselbart .	1	 Königstochter
17. Die weiße Schlange ., 54. Der Ranzen , das Hütlein und das Hörnlein .	1	 König
17. Die weiße Schlange ., 55. Rumpelstilzchen .	1	 König
17. Die weiße Schlange ., 58. Der Hund und der Sperling .	1	 Pferd
17. Die weiße Schlange ., 60. Die zwei Brüder .	1	 König
17. Die weiße Schlange ., 63. Die drei Federn .	1	 Ring
17. Die weiße Schlange ., 64. Die goldene Gans .	1	 König
17. Die weiße Schlange ., 65. Allerleirauh .	1	 Ring
17. Die weiße Schlange ., 67. Die zwölf Jäger .	1	 Königstochter
17. Die weiße Schlange ., 68. De Gaudeif un sien Meester .	1	 Pferd
17. Die weiße Schlange ., 70. Die drei Glückskinder .	1	 König
17. Die weiße Schlange ., 71. Sechse kommen durch die ganze Welt .	1	 Königstochter
17. Die weiße Schlange ., 76. Die Nelke .	1	 Leben
17. Die weiße Schlange ., 83. Hans im Glück .	1	 Pferd
17. Die weiße Schlange ., 85. Die Goldkinder .	1	 Pferd
17. Die weiße Schlange ., 86. Der Fuchs und die Gänse .	1	 Leben
18. Strohhalm , Kohle und Bohne ., 23. Von dem Mäuschen , Vögelchen und der Bratwurst .	1	 Feuer
18. Strohhalm , Kohle und Bohne ., 28. Der singende Knochen .	1	 Brücke
18. Strohhalm , Kohle und Bohne ., 52. König Drosselbart .	1	 Topf
18. Strohhalm , Kohle und Bohne ., 54. Der Ranzen , das Hütlein und das Hörnlein .	1	 Glück
18. Strohhalm , Kohle und Bohne ., 77. Das kluge Grethel .	1	 Feuer
19. Von dem Fischer un syner Fru ., 31. Das Mädchen ohne Hände .	1	 Frau
19. Von dem Fischer un syner Fru ., 38. Die Hochzeit der Frau Füchsin .	1	 Frau
19. Von dem Fischer un syner Fru ., 42. Der Herr Gevatter .	1	 Mann
19. Von dem Fischer un syner Fru ., 43. Frau Trude .	1	 Mann
19. Von dem Fischer un syner Fru ., 44. Der Gevatter Tod .	1	 Mann
19. Von dem Fischer un syner Fru ., 45. Daumerlings Wanderschaft .	1	 Frau
19. Von dem Fischer un syner Fru ., 46. Fitchers Vogel .	1	 Mann
19. Von dem Fischer un syner Fru ., 48. Der alte Sultan .	1	 Frau
19. Von dem Fischer un syner Fru ., 54. Der Ranzen , das Hütlein und das Hörnlein .	1	 König
19. Von dem Fischer un syner Fru ., 55. Rumpelstilzchen .	1	 König
19. Von dem Fischer un syner Fru ., 57. Der goldene Vogel .	1	 König
19. Von dem Fischer un syner Fru ., 58. Der Hund und der Sperling .	1	 Mann
19. Von dem Fischer un syner Fru ., 59. Der Frieder und das Catherlieschen .	1	 Mann
19. Von dem Fischer un syner Fru ., 60. Die zwei Brüder .	1	 König
19. Von dem Fischer un syner Fru ., 61. Das Bürle .	1	 Frau
19. Von dem Fischer un syner Fru ., 62. Die Bienenkönigin .	1	 See
19. Von dem Fischer un syner Fru ., 63. Die drei Federn .	1	 Frau
19. Von dem Fischer un syner Fru ., 66. Häsichenbraut .	1	 Frau
19. Von dem Fischer un syner Fru ., 68. De Gaudeif un sien Meester .	1	 Mann
19. Von dem Fischer un syner Fru ., 70. Die drei Glückskinder .	1	 König
19. Von dem Fischer un syner Fru ., 71. Sechse kommen durch die ganze Welt .	1	 Mann
19. Von dem Fischer un syner Fru ., 74. Der Fuchs und die Frau Gevatterin .	1	 Frau
19. Von dem Fischer un syner Fru ., 84. Hans heirathet .	1	 Frau
19. Von dem Fischer un syner Fru ., 85. Die Goldkinder .	1	 Frau
20. Das tapfere Schneiderlein ., 26. Rothkäppchen .	1	 Wald
20. Das tapfere Schneiderlein ., 28. Der singende Knochen .	1	 Wald
20. Das tapfere Schneiderlein ., 31. Das Mädchen ohne Hände .	1	 Frau
20. Das tapfere Schneiderlein ., 36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .	1	 Schneider
20. Das tapfere Schneiderlein ., 38. Die Hochzeit der Frau Füchsin .	1	 Frau
20. Das tapfere Schneiderlein ., 40. Der Räuberbräutigam .	1	 Wald
20. Das tapfere Schneiderlein ., 42. Der Herr Gevatter .	1	 Mann
20. Das tapfere Schneiderlein ., 43. Frau Trude .	1	 Mann
20. Das tapfere Schneiderlein ., 44. Der Gevatter Tod .	1	 Mann
20. Das tapfere Schneiderlein ., 45. Daumerlings Wanderschaft .	1	 Frau
20. Das tapfere Schneiderlein ., 46. Fitchers Vogel .	1	 Mann
20. Das tapfere Schneiderlein ., 47. Von dem Machandelboom .	1	 Frau
20. Das tapfere Schneiderlein ., 49. Die sechs Schwäne .	1	 Wald
20. Das tapfere Schneiderlein ., 51. Fundevogel .	1	 Wald
20. Das tapfere Schneiderlein ., 55. Rumpelstilzchen .	1	 König
20. Das tapfere Schneiderlein ., 57. Der goldene Vogel .	1	 König
20. Das tapfere Schneiderlein ., 58. Der Hund und der Sperling .	1	 Mann
20. Das tapfere Schneiderlein ., 59. Der Frieder und das Catherlieschen .	1	 Mann
20. Das tapfere Schneiderlein ., 60. Die zwei Brüder .	1	 König
20. Das tapfere Schneiderlein ., 61. Das Bürle .	1	 Frau
20. Das tapfere Schneiderlein ., 62. Die Bienenkönigin .	1	 Stein
20. Das tapfere Schneiderlein ., 63. Die drei Federn .	1	 Frau
20. Das tapfere Schneiderlein ., 66. Häsichenbraut .	1	 Frau
20. Das tapfere Schneiderlein ., 68. De Gaudeif un sien Meester .	1	 Mann
20. Das tapfere Schneiderlein ., 69. Jorinde und Joringel .	1	 Wald
20. Das tapfere Schneiderlein ., 70. Die drei Glückskinder .	1	 König
20. Das tapfere Schneiderlein ., 71. Sechse kommen durch die ganze Welt .	1	 Mann
20. Das tapfere Schneiderlein ., 73. Der Wolf und der Fuchs .	1	 Wald
20. Das tapfere Schneiderlein ., 74. Der Fuchs und die Frau Gevatterin .	1	 Frau
20. Das tapfere Schneiderlein ., 83. Hans im Glück .	1	 Stein
20. Das tapfere Schneiderlein ., 84. Hans heirathet .	1	 Frau
21. Aschenbuttel ., 24. Frau Holle .	1	 Mädchen
21. Aschenbuttel ., 25. Die sieben Raben .	1	 Mädchen
21. Aschenbuttel ., 30. Läuschen und Flöhchen .	1	 Mädchen
21. Aschenbuttel ., 32. Der gescheidte Hans .	1	 Mutter
21. Aschenbuttel ., 35. Der Schneider im Himmel .	1	 Fuß
21. Aschenbuttel ., 39. Die Wichtelmänner .	1	 Schuh
21. Aschenbuttel ., 40. Der Räuberbräutigam .	1	 Mädchen
21. Aschenbuttel ., 43. Frau Trude .	1	 Mädchen
21. Aschenbuttel ., 44. Der Gevatter Tod .	1	 Fuß
21. Aschenbuttel ., 46. Fitchers Vogel .	1	 Braut
21. Aschenbuttel ., 49. Die sechs Schwäne .	1	 Mädchen
21. Aschenbuttel ., 50. Dornröschen .	1	 Königssohn
21. Aschenbuttel ., 55. Rumpelstilzchen .	1	 Mädchen
21. Aschenbuttel ., 56. Der Liebste Roland .	1	 Mädchen
21. Aschenbuttel ., 57. Der goldene Vogel .	1	 Königssohn
21. Aschenbuttel ., 65. Allerleirauh .	1	 Kleid
21. Aschenbuttel ., 79. Die Wassernixe .	1	 Mädchen
21. Aschenbuttel ., 80. Von dem Tode des Hühnchens .	1	 Braut
21. Aschenbuttel ., 84. Hans heirathet .	1	 Kleid
22. Das Räthsel ., 24. Frau Holle .	1	 Mädchen
22. Das Räthsel ., 25. Die sieben Raben .	1	 Mädchen
22. Das Räthsel ., 30. Läuschen und Flöhchen .	1	 Mädchen
22. Das Räthsel ., 35. Der Schneider im Himmel .	1	 Herr
22. Das Räthsel ., 38. Die Hochzeit der Frau Füchsin .	1	 Herr
22. Das Räthsel ., 40. Der Räuberbräutigam .	1	 Mädchen
22. Das Räthsel ., 42. Der Herr Gevatter .	1	 Herr
22. Das Räthsel ., 43. Frau Trude .	1	 Mädchen
22. Das Räthsel ., 45. Daumerlings Wanderschaft .	1	 Herr
22. Das Räthsel ., 48. Der alte Sultan .	1	 Herr
22. Das Räthsel ., 49. Die sechs Schwäne .	1	 Mädchen
22. Das Räthsel ., 52. König Drosselbart .	1	 Königstochter
22. Das Räthsel ., 56. Der Liebste Roland .	1	 Mädchen
22. Das Räthsel ., 57. Der goldene Vogel .	1	 Königssohn
22. Das Räthsel ., 60. Die zwei Brüder .	1	 Herr
22. Das Räthsel ., 61. Das Bürle .	1	 Rabe
22. Das Räthsel ., 65. Allerleirauh .	1	 Mantel
22. Das Räthsel ., 75. Der Fuchs und die Katze .	1	 Herr
22. Das Räthsel ., 76. Die Nelke .	1	 Herr
22. Das Räthsel ., 79. Die Wassernixe .	1	 Mädchen
23. Von dem Mäuschen , Vögelchen und der Bratwurst ., 26. Rothkäppchen .	1	 Tag
23. Von dem Mäuschen , Vögelchen und der Bratwurst ., 29. Der Teufel mit den drei goldenen Haaren .	1	 Wasser
23. Von dem Mäuschen , Vögelchen und der Bratwurst ., 30. Läuschen und Flöhchen .	1	 Wasser
23. Von dem Mäuschen , Vögelchen und der Bratwurst ., 32. Der gescheidte Hans .	1	 Tag
23. Von dem Mäuschen , Vögelchen und der Bratwurst ., 39. Die Wichtelmänner .	1	 Tisch
