tales	similarity (overlap of top 10 nouns)	nouns
81. Bruder Lustig ., 175. Der Mond .	0	
81. Bruder Lustig ., 176. Die Lebenszeit .	0	
81. Bruder Lustig ., 178. Meister Pfriem .	0	
81. Bruder Lustig ., 179. Die Gänsehirtin am Brunnen .	0	
81. Bruder Lustig ., 180. Die ungleichen Kinder Evas .	0	
81. Bruder Lustig ., 182. Die Geschenke des kleinen Volkes .	0	
81. Bruder Lustig ., 184. Der Nagel .	0	
81. Bruder Lustig ., 185. Der arme Junge im Grab .	0	
81. Bruder Lustig ., 186. Die wahre Braut .	0	
81. Bruder Lustig ., 187. Der Hase und der Jgel .	0	
81. Bruder Lustig ., 188. Spindel , Weberschiffchen und Nadel .	0	
81. Bruder Lustig ., 189. Der Bauer und der Teufel .	0	
81. Bruder Lustig ., 190. Die Brosamen auf dem Tisch .	0	
81. Bruder Lustig ., 191. Das Meerhäschen .	0	
81. Bruder Lustig ., 192. Der Meisterdieb .	0	
81. Bruder Lustig ., 193. Der Trommler .	0	
81. Bruder Lustig ., 194. Die Kornähre .	0	
81. Bruder Lustig ., 195. Der Grabhügel .	0	
81. Bruder Lustig ., 196. Oll Rinkrank .	0	
81. Bruder Lustig ., 197. Die Krystallkugel .	0	
81. Bruder Lustig ., 198. Jungfrau Maleen .	0	
81. Bruder Lustig ., 200. Der goldene Schlüssel .	0	
81. Bruder Lustig ., full corpus	0	
82. De Spielhansl ., 83. Hans im Glück .	0	
82. De Spielhansl ., 84. Hans heirathet .	0	
82. De Spielhansl ., 85. Die Goldkinder .	0	
82. De Spielhansl ., 86. Der Fuchs und die Gänse .	0	
82. De Spielhansl ., 87. Der Arme und der Reiche .	0	
82. De Spielhansl ., 88. Das singende springende Löweneckerchen .	0	
82. De Spielhansl ., 89. Die Gänsemagd .	0	
82. De Spielhansl ., 90. Der junge Riese .	0	
82. De Spielhansl ., 91. Dat Erdmänneken .	0	
82. De Spielhansl ., 92. Der König vom goldenen Berg .	0	
82. De Spielhansl ., 93. Die Rabe .	0	
82. De Spielhansl ., 94. Die kluge Bauerntochter .	0	
82. De Spielhansl ., 95. Der alte Hildebrand .	0	
82. De Spielhansl ., 97. Das Wasser des Lebens .	0	
82. De Spielhansl ., 98. Doctor Allwissend .	0	
82. De Spielhansl ., 99. Der Geist im Glas .	0	
82. De Spielhansl ., 100. Des Teufels rußiger Bruder .	0	
82. De Spielhansl ., 101. Der Bärenhäuter .	0	
82. De Spielhansl ., 102. Der Zaunkönig und der Bär .	0	
82. De Spielhansl ., 103. Der süße Brei .	0	
82. De Spielhansl ., 104. Die klugen Leute .	0	
82. De Spielhansl ., 105. Märchen von der Unke .	0	
82. De Spielhansl ., 106. Der arme Müllerbursch und das Kätzchen .	0	
82. De Spielhansl ., 107. Die beiden Wanderer .	0	
82. De Spielhansl ., 108.	0	
82. De Spielhansl ., 109. Das Todtenhemdchen .	0	
82. De Spielhansl ., 110. Der Jude im Dorn .	0	
82. De Spielhansl ., 111. Der gelernte Jäger .	0	
82. De Spielhansl ., 112. Der Dreschflegel vom Himmel .	0	
82. De Spielhansl ., 113. De beiden Künigeskinner .	0	
82. De Spielhansl ., 114. Vom klugen Schneiderlein .	0	
82. De Spielhansl ., 115. Die klare Sonne bringts an den Tag .	0	
82. De Spielhansl ., 116. Das blaue Licht .	0	
82. De Spielhansl ., 117. Das eigensinnige Kind .	0	
82. De Spielhansl ., 118. Die drei Feldscherer .	0	
82. De Spielhansl ., 119. Die sieben Schwaben .	0	
82. De Spielhansl ., 120. Die drei Handwerksburschen .	0	
82. De Spielhansl ., 121. Der Königssohn der sich vor nichts fürchtet .	0	
82. De Spielhansl ., 122. Der Krautesel .	0	
82. De Spielhansl ., 123. Die Alte im Wald .	0	
82. De Spielhansl ., 124. Die drei Brüder .	0	
82. De Spielhansl ., 125. Der Teufel und seine Großmutter .	0	
82. De Spielhansl ., 127. Der Eisenofen .	0	
82. De Spielhansl ., 128. Die faule Spinnerin .	0	
82. De Spielhansl ., 129. Die vier kunstreichen Brüder .	0	
82. De Spielhansl ., 130. Einäuglein , Zweiäuglein und Dreiäuglein .	0	
82. De Spielhansl ., 131. Die schöne Katrinelje und Pif Paf Poltrie .	0	
82. De Spielhansl ., 132. Der Fuchs und das Pferd .	0	
82. De Spielhansl ., 133. Die zertanzten Schuhe .	0	
82. De Spielhansl ., 134. Die sechs Diener .	0	
82. De Spielhansl ., 135. Die weiße und die schwarze Braut .	0	
82. De Spielhansl ., 136. Der Eisenhans .	0	
82. De Spielhansl ., 137. De drei schwatten Princessinnen .	0	
82. De Spielhansl ., 138. Knoist un sine dre Sühne .	0	
82. De Spielhansl ., 140. Das Hausgesinde .	0	
82. De Spielhansl ., 141. Das Lämmchen und Fischchen .	0	
82. De Spielhansl ., 142. Simeliberg .	0	
82. De Spielhansl ., 143. Up Reisen gohn .	0	
82. De Spielhansl ., 144. Das Eselein .	0	
82. De Spielhansl ., 145. Der undankbare Sohn .	0	
82. De Spielhansl ., 146. Die Rübe .	0	
82. De Spielhansl ., 147. Das junggeglühte Männlein .	0	
82. De Spielhansl ., 148. Des Herrn und des Teufels Gethier .	0	
82. De Spielhansl ., 149. Der Hahnenbalken .	0	
82. De Spielhansl ., 150. Die alte Bettelfrau .	0	
82. De Spielhansl ., 151. Die drei Faulen .	0	
82. De Spielhansl ., 151 * .	0	
82. De Spielhansl ., 152. Das Hirtenbüblein .	0	
82. De Spielhansl ., 153. Die Sternthaler .	0	
82. De Spielhansl ., 154. Der gestohlene Heller .	0	
82. De Spielhansl ., 155. Die Brautschau .	0	
82. De Spielhansl ., 156. Die Schlickerlinge .	0	
82. De Spielhansl ., 157. Der Sperling und seine vier Kinder .	0	
82. De Spielhansl ., 158. Das Märchen vom Schlauraffenland .	0	
82. De Spielhansl ., 159. Das Dietmarsische Lügenmärchen .	0	
82. De Spielhansl ., 160. Räthselmärchen .	0	
82. De Spielhansl ., 161. Schneeweißchen und Rosenroth .	0	
82. De Spielhansl ., 162. Der kluge Knecht .	0	
82. De Spielhansl ., 163. Der gläserne Sarg .	0	
82. De Spielhansl ., 164. Der faule Heinz .	0	
82. De Spielhansl ., 166. Der starke Hans .	0	
82. De Spielhansl ., 167. Das Bürle im Himmel .	0	
82. De Spielhansl ., 168. Die hagere Liese .	0	
82. De Spielhansl ., 169. Das Waldhaus .	0	
82. De Spielhansl ., 170. Lieb und Leid theilen .	0	
82. De Spielhansl ., 171. Der Zaunkönig .	0	
82. De Spielhansl ., 172. Die Scholle .	0	
82. De Spielhansl ., 174. Die Eule .	0	
82. De Spielhansl ., 175. Der Mond .	0	
82. De Spielhansl ., 176. Die Lebenszeit .	0	
82. De Spielhansl ., 177. Die Boten des Todes .	0	
82. De Spielhansl ., 178. Meister Pfriem .	0	
82. De Spielhansl ., 179. Die Gänsehirtin am Brunnen .	0	
82. De Spielhansl ., 180. Die ungleichen Kinder Evas .	0	
82. De Spielhansl ., 181. Die Nixe im Teich .	0	
82. De Spielhansl ., 182. Die Geschenke des kleinen Volkes .	0	
82. De Spielhansl ., 183. Der Riese und der Schneider .	0	
82. De Spielhansl ., 184. Der Nagel .	0	
82. De Spielhansl ., 185. Der arme Junge im Grab .	0	
82. De Spielhansl ., 186. Die wahre Braut .	0	
82. De Spielhansl ., 187. Der Hase und der Jgel .	0	
82. De Spielhansl ., 188. Spindel , Weberschiffchen und Nadel .	0	
82. De Spielhansl ., 189. Der Bauer und der Teufel .	0	
82. De Spielhansl ., 190. Die Brosamen auf dem Tisch .	0	
82. De Spielhansl ., 191. Das Meerhäschen .	0	
82. De Spielhansl ., 192. Der Meisterdieb .	0	
82. De Spielhansl ., 193. Der Trommler .	0	
82. De Spielhansl ., 194. Die Kornähre .	0	
82. De Spielhansl ., 195. Der Grabhügel .	0	
82. De Spielhansl ., 197. Die Krystallkugel .	0	
82. De Spielhansl ., 199. Der Stiefel von Büffelleder .	0	
82. De Spielhansl ., 200. Der goldene Schlüssel .	0	
83. Hans im Glück ., 88. Das singende springende Löweneckerchen .	0	
83. Hans im Glück ., 91. Dat Erdmänneken .	0	
83. Hans im Glück ., 93. Die Rabe .	0	
83. Hans im Glück ., 94. Die kluge Bauerntochter .	0	
83. Hans im Glück ., 95. Der alte Hildebrand .	0	
83. Hans im Glück ., 96. De drei Vügelkens .	0	
83. Hans im Glück ., 97. Das Wasser des Lebens .	0	
83. Hans im Glück ., 98. Doctor Allwissend .	0	
83. Hans im Glück ., 99. Der Geist im Glas .	0	
83. Hans im Glück ., 101. Der Bärenhäuter .	0	
83. Hans im Glück ., 102. Der Zaunkönig und der Bär .	0	
83. Hans im Glück ., 103. Der süße Brei .	0	
83. Hans im Glück ., 105. Märchen von der Unke .	0	
83. Hans im Glück ., 107. Die beiden Wanderer .	0	
83. Hans im Glück ., 109. Das Todtenhemdchen .	0	
83. Hans im Glück ., 110. Der Jude im Dorn .	0	
83. Hans im Glück ., 111. Der gelernte Jäger .	0	
83. Hans im Glück ., 112. Der Dreschflegel vom Himmel .	0	
83. Hans im Glück ., 113. De beiden Künigeskinner .	0	
83. Hans im Glück ., 115. Die klare Sonne bringts an den Tag .	0	
83. Hans im Glück ., 116. Das blaue Licht .	0	
83. Hans im Glück ., 117. Das eigensinnige Kind .	0	
83. Hans im Glück ., 119. Die sieben Schwaben .	0	
83. Hans im Glück ., 120. Die drei Handwerksburschen .	0	
83. Hans im Glück ., 122. Der Krautesel .	0	
83. Hans im Glück ., 124. Die drei Brüder .	0	
83. Hans im Glück ., 125. Der Teufel und seine Großmutter .	0	
83. Hans im Glück ., 126. Ferenand getrü und Ferenand ungetrü .	0	
83. Hans im Glück ., 127. Der Eisenofen .	0	
83. Hans im Glück ., 128. Die faule Spinnerin .	0	
83. Hans im Glück ., 129. Die vier kunstreichen Brüder .	0	
83. Hans im Glück ., 130. Einäuglein , Zweiäuglein und Dreiäuglein .	0	
83. Hans im Glück ., 131. Die schöne Katrinelje und Pif Paf Poltrie .	0	
83. Hans im Glück ., 132. Der Fuchs und das Pferd .	0	
83. Hans im Glück ., 133. Die zertanzten Schuhe .	0	
83. Hans im Glück ., 134. Die sechs Diener .	0	
83. Hans im Glück ., 135. Die weiße und die schwarze Braut .	0	
83. Hans im Glück ., 136. Der Eisenhans .	0	
83. Hans im Glück ., 137. De drei schwatten Princessinnen .	0	
83. Hans im Glück ., 138. Knoist un sine dre Sühne .	0	
83. Hans im Glück ., 139. Dat Mäken von Brakel .	0	
83. Hans im Glück ., 140. Das Hausgesinde .	0	
83. Hans im Glück ., 141. Das Lämmchen und Fischchen .	0	
83. Hans im Glück ., 142. Simeliberg .	0	
83. Hans im Glück ., 143. Up Reisen gohn .	0	
83. Hans im Glück ., 145. Der undankbare Sohn .	0	
83. Hans im Glück ., 146. Die Rübe .	0	
83. Hans im Glück ., 147. Das junggeglühte Männlein .	0	
83. Hans im Glück ., 148. Des Herrn und des Teufels Gethier .	0	
83. Hans im Glück ., 149. Der Hahnenbalken .	0	
83. Hans im Glück ., 150. Die alte Bettelfrau .	0	
83. Hans im Glück ., 152. Das Hirtenbüblein .	0	
83. Hans im Glück ., 153. Die Sternthaler .	0	
83. Hans im Glück ., 154. Der gestohlene Heller .	0	
83. Hans im Glück ., 155. Die Brautschau .	0	
83. Hans im Glück ., 156. Die Schlickerlinge .	0	
83. Hans im Glück ., 157. Der Sperling und seine vier Kinder .	0	
83. Hans im Glück ., 158. Das Märchen vom Schlauraffenland .	0	
83. Hans im Glück ., 159. Das Dietmarsische Lügenmärchen .	0	
83. Hans im Glück ., 160. Räthselmärchen .	0	
83. Hans im Glück ., 161. Schneeweißchen und Rosenroth .	0	
83. Hans im Glück ., 167. Das Bürle im Himmel .	0	
83. Hans im Glück ., 171. Der Zaunkönig .	0	
83. Hans im Glück ., 172. Die Scholle .	0	
83. Hans im Glück ., 174. Die Eule .	0	
83. Hans im Glück ., 175. Der Mond .	0	
83. Hans im Glück ., 176. Die Lebenszeit .	0	
83. Hans im Glück ., 177. Die Boten des Todes .	0	
83. Hans im Glück ., 181. Die Nixe im Teich .	0	
83. Hans im Glück ., 182. Die Geschenke des kleinen Volkes .	0	
83. Hans im Glück ., 183. Der Riese und der Schneider .	0	
83. Hans im Glück ., 184. Der Nagel .	0	
83. Hans im Glück ., 185. Der arme Junge im Grab .	0	
83. Hans im Glück ., 187. Der Hase und der Jgel .	0	
83. Hans im Glück ., 189. Der Bauer und der Teufel .	0	
83. Hans im Glück ., 190. Die Brosamen auf dem Tisch .	0	
83. Hans im Glück ., 191. Das Meerhäschen .	0	
83. Hans im Glück ., 192. Der Meisterdieb .	0	
83. Hans im Glück ., 193. Der Trommler .	0	
83. Hans im Glück ., 194. Die Kornähre .	0	
83. Hans im Glück ., 196. Oll Rinkrank .	0	
83. Hans im Glück ., 197. Die Krystallkugel .	0	
83. Hans im Glück ., 198. Jungfrau Maleen .	0	
83. Hans im Glück ., 200. Der goldene Schlüssel .	0	
83. Hans im Glück ., full corpus	0	
84. Hans heirathet ., 86. Der Fuchs und die Gänse .	0	
84. Hans heirathet ., 88. Das singende springende Löweneckerchen .	0	
84. Hans heirathet ., 89. Die Gänsemagd .	0	
84. Hans heirathet ., 90. Der junge Riese .	0	
84. Hans heirathet ., 91. Dat Erdmänneken .	0	
84. Hans heirathet ., 92. Der König vom goldenen Berg .	0	
84. Hans heirathet ., 95. Der alte Hildebrand .	0	
84. Hans heirathet ., 97. Das Wasser des Lebens .	0	
84. Hans heirathet ., 99. Der Geist im Glas .	0	
84. Hans heirathet ., 100. Des Teufels rußiger Bruder .	0	
84. Hans heirathet ., 101. Der Bärenhäuter .	0	
84. Hans heirathet ., 104. Die klugen Leute .	0	
84. Hans heirathet ., 107. Die beiden Wanderer .	0	
84. Hans heirathet ., 108.	0	
84. Hans heirathet ., 109. Das Todtenhemdchen .	0	
84. Hans heirathet ., 111. Der gelernte Jäger .	0	
84. Hans heirathet ., 112. Der Dreschflegel vom Himmel .	0	
84. Hans heirathet ., 113. De beiden Künigeskinner .	0	
84. Hans heirathet ., 114. Vom klugen Schneiderlein .	0	
84. Hans heirathet ., 116. Das blaue Licht .	0	
84. Hans heirathet ., 117. Das eigensinnige Kind .	0	
84. Hans heirathet ., 119. Die sieben Schwaben .	0	
84. Hans heirathet ., 120. Die drei Handwerksburschen .	0	
84. Hans heirathet ., 122. Der Krautesel .	0	
84. Hans heirathet ., 124. Die drei Brüder .	0	
84. Hans heirathet ., 125. Der Teufel und seine Großmutter .	0	
84. Hans heirathet ., 126. Ferenand getrü und Ferenand ungetrü .	0	
84. Hans heirathet ., 127. Der Eisenofen .	0	
84. Hans heirathet ., 129. Die vier kunstreichen Brüder .	0	
84. Hans heirathet ., 130. Einäuglein , Zweiäuglein und Dreiäuglein .	0	
84. Hans heirathet ., 131. Die schöne Katrinelje und Pif Paf Poltrie .	0	
84. Hans heirathet ., 134. Die sechs Diener .	0	
84. Hans heirathet ., 135. Die weiße und die schwarze Braut .	0	
84. Hans heirathet ., 136. Der Eisenhans .	0	
84. Hans heirathet ., 137. De drei schwatten Princessinnen .	0	
84. Hans heirathet ., 139. Dat Mäken von Brakel .	0	
84. Hans heirathet ., 140. Das Hausgesinde .	0	
84. Hans heirathet ., 141. Das Lämmchen und Fischchen .	0	
84. Hans heirathet ., 142. Simeliberg .	0	
84. Hans heirathet ., 143. Up Reisen gohn .	0	
84. Hans heirathet ., 144. Das Eselein .	0	
84. Hans heirathet ., 146. Die Rübe .	0	
84. Hans heirathet ., 147. Das junggeglühte Männlein .	0	
84. Hans heirathet ., 148. Des Herrn und des Teufels Gethier .	0	
84. Hans heirathet ., 150. Die alte Bettelfrau .	0	
84. Hans heirathet ., 151 * .	0	
84. Hans heirathet ., 152. Das Hirtenbüblein .	0	
84. Hans heirathet ., 153. Die Sternthaler .	0	
84. Hans heirathet ., 155. Die Brautschau .	0	
84. Hans heirathet ., 157. Der Sperling und seine vier Kinder .	0	
84. Hans heirathet ., 158. Das Märchen vom Schlauraffenland .	0	
84. Hans heirathet ., 159. Das Dietmarsische Lügenmärchen .	0	
84. Hans heirathet ., 161. Schneeweißchen und Rosenroth .	0	
84. Hans heirathet ., 163. Der gläserne Sarg .	0	
84. Hans heirathet ., 167. Das Bürle im Himmel .	0	
84. Hans heirathet ., 169. Das Waldhaus .	0	
84. Hans heirathet ., 171. Der Zaunkönig .	0	
84. Hans heirathet ., 172. Die Scholle .	0	
84. Hans heirathet ., 173. Rohrdommel und Wiedehopf .	0	
84. Hans heirathet ., 174. Die Eule .	0	
84. Hans heirathet ., 175. Der Mond .	0	
84. Hans heirathet ., 176. Die Lebenszeit .	0	
84. Hans heirathet ., 177. Die Boten des Todes .	0	
84. Hans heirathet ., 178. Meister Pfriem .	0	
84. Hans heirathet ., 179. Die Gänsehirtin am Brunnen .	0	
84. Hans heirathet ., 181. Die Nixe im Teich .	0	
84. Hans heirathet ., 182. Die Geschenke des kleinen Volkes .	0	
84. Hans heirathet ., 183. Der Riese und der Schneider .	0	
84. Hans heirathet ., 184. Der Nagel .	0	
84. Hans heirathet ., 185. Der arme Junge im Grab .	0	
84. Hans heirathet ., 187. Der Hase und der Jgel .	0	
84. Hans heirathet ., 189. Der Bauer und der Teufel .	0	
84. Hans heirathet ., 191. Das Meerhäschen .	0	
84. Hans heirathet ., 192. Der Meisterdieb .	0	
84. Hans heirathet ., 193. Der Trommler .	0	
84. Hans heirathet ., 194. Die Kornähre .	0	
84. Hans heirathet ., 195. Der Grabhügel .	0	
84. Hans heirathet ., 196. Oll Rinkrank .	0	
84. Hans heirathet ., 197. Die Krystallkugel .	0	
84. Hans heirathet ., 198. Jungfrau Maleen .	0	
84. Hans heirathet ., 200. Der goldene Schlüssel .	0	
85. Die Goldkinder ., 86. Der Fuchs und die Gänse .	0	
85. Die Goldkinder ., 91. Dat Erdmänneken .	0	
85. Die Goldkinder ., 92. Der König vom goldenen Berg .	0	
85. Die Goldkinder ., 100. Des Teufels rußiger Bruder .	0	
85. Die Goldkinder ., 101. Der Bärenhäuter .	0	
85. Die Goldkinder ., 105. Märchen von der Unke .	0	
85. Die Goldkinder ., 107. Die beiden Wanderer .	0	
85. Die Goldkinder ., 109. Das Todtenhemdchen .	0	
85. Die Goldkinder ., 110. Der Jude im Dorn .	0	
85. Die Goldkinder ., 112. Der Dreschflegel vom Himmel .	0	
85. Die Goldkinder ., 113. De beiden Künigeskinner .	0	
85. Die Goldkinder ., 114. Vom klugen Schneiderlein .	0	
85. Die Goldkinder ., 115. Die klare Sonne bringts an den Tag .	0	
85. Die Goldkinder ., 116. Das blaue Licht .	0	
85. Die Goldkinder ., 117. Das eigensinnige Kind .	0	
85. Die Goldkinder ., 118. Die drei Feldscherer .	0	
85. Die Goldkinder ., 119. Die sieben Schwaben .	0	
85. Die Goldkinder ., 120. Die drei Handwerksburschen .	0	
85. Die Goldkinder ., 121. Der Königssohn der sich vor nichts fürchtet .	0	
85. Die Goldkinder ., 125. Der Teufel und seine Großmutter .	0	
85. Die Goldkinder ., 126. Ferenand getrü und Ferenand ungetrü .	0	
85. Die Goldkinder ., 130. Einäuglein , Zweiäuglein und Dreiäuglein .	0	
85. Die Goldkinder ., 131. Die schöne Katrinelje und Pif Paf Poltrie .	0	
85. Die Goldkinder ., 133. Die zertanzten Schuhe .	0	
85. Die Goldkinder ., 134. Die sechs Diener .	0	
85. Die Goldkinder ., 135. Die weiße und die schwarze Braut .	0	
85. Die Goldkinder ., 138. Knoist un sine dre Sühne .	0	
85. Die Goldkinder ., 139. Dat Mäken von Brakel .	0	
85. Die Goldkinder ., 140. Das Hausgesinde .	0	
85. Die Goldkinder ., 142. Simeliberg .	0	
85. Die Goldkinder ., 143. Up Reisen gohn .	0	
85. Die Goldkinder ., 144. Das Eselein .	0	
85. Die Goldkinder ., 146. Die Rübe .	0	
85. Die Goldkinder ., 148. Des Herrn und des Teufels Gethier .	0	
85. Die Goldkinder ., 149. Der Hahnenbalken .	0	
85. Die Goldkinder ., 150. Die alte Bettelfrau .	0	
85. Die Goldkinder ., 151. Die drei Faulen .	0	
85. Die Goldkinder ., 152. Das Hirtenbüblein .	0	
85. Die Goldkinder ., 155. Die Brautschau .	0	
85. Die Goldkinder ., 156. Die Schlickerlinge .	0	
85. Die Goldkinder ., 158. Das Märchen vom Schlauraffenland .	0	
85. Die Goldkinder ., 159. Das Dietmarsische Lügenmärchen .	0	
85. Die Goldkinder ., 165. Der Vogel Greif .	0	
85. Die Goldkinder ., 167. Das Bürle im Himmel .	0	
85. Die Goldkinder ., 171. Der Zaunkönig .	0	
85. Die Goldkinder ., 173. Rohrdommel und Wiedehopf .	0	
85. Die Goldkinder ., 174. Die Eule .	0	
85. Die Goldkinder ., 175. Der Mond .	0	
85. Die Goldkinder ., 176. Die Lebenszeit .	0	
85. Die Goldkinder ., 177. Die Boten des Todes .	0	
85. Die Goldkinder ., 181. Die Nixe im Teich .	0	
85. Die Goldkinder ., 182. Die Geschenke des kleinen Volkes .	0	
85. Die Goldkinder ., 185. Der arme Junge im Grab .	0	
85. Die Goldkinder ., 187. Der Hase und der Jgel .	0	
85. Die Goldkinder ., 189. Der Bauer und der Teufel .	0	
85. Die Goldkinder ., 192. Der Meisterdieb .	0	
85. Die Goldkinder ., 194. Die Kornähre .	0	
85. Die Goldkinder ., 195. Der Grabhügel .	0	
85. Die Goldkinder ., 196. Oll Rinkrank .	0	
86. Der Fuchs und die Gänse ., 87. Der Arme und der Reiche .	0	
86. Der Fuchs und die Gänse ., 88. Das singende springende Löweneckerchen .	0	
86. Der Fuchs und die Gänse ., 90. Der junge Riese .	0	
86. Der Fuchs und die Gänse ., 91. Dat Erdmänneken .	0	
86. Der Fuchs und die Gänse ., 92. Der König vom goldenen Berg .	0	
86. Der Fuchs und die Gänse ., 93. Die Rabe .	0	
86. Der Fuchs und die Gänse ., 94. Die kluge Bauerntochter .	0	
86. Der Fuchs und die Gänse ., 95. Der alte Hildebrand .	0	
86. Der Fuchs und die Gänse ., 96. De drei Vügelkens .	0	
86. Der Fuchs und die Gänse ., 98. Doctor Allwissend .	0	
86. Der Fuchs und die Gänse ., 99. Der Geist im Glas .	0	
86. Der Fuchs und die Gänse ., 100. Des Teufels rußiger Bruder .	0	
86. Der Fuchs und die Gänse ., 101. Der Bärenhäuter .	0	
86. Der Fuchs und die Gänse ., 102. Der Zaunkönig und der Bär .	0	
86. Der Fuchs und die Gänse ., 103. Der süße Brei .	0	
86. Der Fuchs und die Gänse ., 104. Die klugen Leute .	0	
86. Der Fuchs und die Gänse ., 105. Märchen von der Unke .	0	
86. Der Fuchs und die Gänse ., 106. Der arme Müllerbursch und das Kätzchen .	0	
86. Der Fuchs und die Gänse ., 107. Die beiden Wanderer .	0	
86. Der Fuchs und die Gänse ., 108.	0	
86. Der Fuchs und die Gänse ., 109. Das Todtenhemdchen .	0	
86. Der Fuchs und die Gänse ., 110. Der Jude im Dorn .	0	
86. Der Fuchs und die Gänse ., 111. Der gelernte Jäger .	0	
86. Der Fuchs und die Gänse ., 112. Der Dreschflegel vom Himmel .	0	
86. Der Fuchs und die Gänse ., 113. De beiden Künigeskinner .	0	
86. Der Fuchs und die Gänse ., 114. Vom klugen Schneiderlein .	0	
86. Der Fuchs und die Gänse ., 115. Die klare Sonne bringts an den Tag .	0	
86. Der Fuchs und die Gänse ., 116. Das blaue Licht .	0	
86. Der Fuchs und die Gänse ., 117. Das eigensinnige Kind .	0	
86. Der Fuchs und die Gänse ., 118. Die drei Feldscherer .	0	
86. Der Fuchs und die Gänse ., 119. Die sieben Schwaben .	0	
86. Der Fuchs und die Gänse ., 120. Die drei Handwerksburschen .	0	
86. Der Fuchs und die Gänse ., 121. Der Königssohn der sich vor nichts fürchtet .	0	
86. Der Fuchs und die Gänse ., 122. Der Krautesel .	0	
86. Der Fuchs und die Gänse ., 123. Die Alte im Wald .	0	
86. Der Fuchs und die Gänse ., 124. Die drei Brüder .	0	
86. Der Fuchs und die Gänse ., 125. Der Teufel und seine Großmutter .	0	
86. Der Fuchs und die Gänse ., 126. Ferenand getrü und Ferenand ungetrü .	0	
86. Der Fuchs und die Gänse ., 127. Der Eisenofen .	0	
86. Der Fuchs und die Gänse ., 128. Die faule Spinnerin .	0	
86. Der Fuchs und die Gänse ., 129. Die vier kunstreichen Brüder .	0	
86. Der Fuchs und die Gänse ., 130. Einäuglein , Zweiäuglein und Dreiäuglein .	0	
86. Der Fuchs und die Gänse ., 131. Die schöne Katrinelje und Pif Paf Poltrie .	0	
86. Der Fuchs und die Gänse ., 132. Der Fuchs und das Pferd .	0	
86. Der Fuchs und die Gänse ., 133. Die zertanzten Schuhe .	0	
86. Der Fuchs und die Gänse ., 134. Die sechs Diener .	0	
86. Der Fuchs und die Gänse ., 135. Die weiße und die schwarze Braut .	0	
86. Der Fuchs und die Gänse ., 136. Der Eisenhans .	0	
86. Der Fuchs und die Gänse ., 137. De drei schwatten Princessinnen .	0	
86. Der Fuchs und die Gänse ., 138. Knoist un sine dre Sühne .	0	
86. Der Fuchs und die Gänse ., 139. Dat Mäken von Brakel .	0	
86. Der Fuchs und die Gänse ., 140. Das Hausgesinde .	0	
86. Der Fuchs und die Gänse ., 142. Simeliberg .	0	
86. Der Fuchs und die Gänse ., 143. Up Reisen gohn .	0	
86. Der Fuchs und die Gänse ., 144. Das Eselein .	0	
86. Der Fuchs und die Gänse ., 145. Der undankbare Sohn .	0	
86. Der Fuchs und die Gänse ., 146. Die Rübe .	0	
86. Der Fuchs und die Gänse ., 147. Das junggeglühte Männlein .	0	
86. Der Fuchs und die Gänse ., 148. Des Herrn und des Teufels Gethier .	0	
86. Der Fuchs und die Gänse ., 149. Der Hahnenbalken .	0	
86. Der Fuchs und die Gänse ., 150. Die alte Bettelfrau .	0	
86. Der Fuchs und die Gänse ., 151. Die drei Faulen .	0	
86. Der Fuchs und die Gänse ., 151 * .	0	
86. Der Fuchs und die Gänse ., 152. Das Hirtenbüblein .	0	
86. Der Fuchs und die Gänse ., 153. Die Sternthaler .	0	
86. Der Fuchs und die Gänse ., 154. Der gestohlene Heller .	0	
86. Der Fuchs und die Gänse ., 155. Die Brautschau .	0	
86. Der Fuchs und die Gänse ., 156. Die Schlickerlinge .	0	
86. Der Fuchs und die Gänse ., 157. Der Sperling und seine vier Kinder .	0	
86. Der Fuchs und die Gänse ., 158. Das Märchen vom Schlauraffenland .	0	
86. Der Fuchs und die Gänse ., 159. Das Dietmarsische Lügenmärchen .	0	
86. Der Fuchs und die Gänse ., 160. Räthselmärchen .	0	
86. Der Fuchs und die Gänse ., 161. Schneeweißchen und Rosenroth .	0	
86. Der Fuchs und die Gänse ., 162. Der kluge Knecht .	0	
86. Der Fuchs und die Gänse ., 163. Der gläserne Sarg .	0	
86. Der Fuchs und die Gänse ., 165. Der Vogel Greif .	0	
86. Der Fuchs und die Gänse ., 166. Der starke Hans .	0	
86. Der Fuchs und die Gänse ., 167. Das Bürle im Himmel .	0	
86. Der Fuchs und die Gänse ., 168. Die hagere Liese .	0	
86. Der Fuchs und die Gänse ., 169. Das Waldhaus .	0	
86. Der Fuchs und die Gänse ., 170. Lieb und Leid theilen .	0	
86. Der Fuchs und die Gänse ., 171. Der Zaunkönig .	0	
86. Der Fuchs und die Gänse ., 172. Die Scholle .	0	
86. Der Fuchs und die Gänse ., 175. Der Mond .	0	
86. Der Fuchs und die Gänse ., 176. Die Lebenszeit .	0	
86. Der Fuchs und die Gänse ., 177. Die Boten des Todes .	0	
86. Der Fuchs und die Gänse ., 178. Meister Pfriem .	0	
86. Der Fuchs und die Gänse ., 180. Die ungleichen Kinder Evas .	0	
86. Der Fuchs und die Gänse ., 181. Die Nixe im Teich .	0	
