Characters,CharacterFrequency
"Tor, Türe",1
"Tor, Herr",1
"Hochzeit, Haus",1
"Freier, Frau",1
"Freier, Magd",1
"Freier, Wolf",1
"Magd, Wolf",1
"Milch, Herr",1
"Milch, Gast",1
"Hirsch, Hund",1
"Hirsch, Hase",1
"Löwe, Hund",1
"Fuchs, Stube",1
"Arbeit, Gott",1
"Arbeit, Bett",1
"Schuh, Gott",1
"Schuh, Bett",1
"Schuh, Abend",1
"Gott, Abend",1
"Arbeit, Gebet",1
"Schuh, Gebet",1
"Schuh, Tisch",1
"Gebet, Tisch",1
"Schuster, Geld",1
"Leder, Morgen",1
"Morgen, Geld",1
"Hand, Abend",1
"Licht, Kleid",1
"Arbeit, Schuster",1
"Arbeit, Auge",1
"Männlein, Schuster",1
"Männlein, Auge",1
"Schuster, Auge",1
"Schuster, Tisch",1
"Rock, Arbeit",1
"Rock, Männlein",1
"Rock, Paar",1
"Rock, Abend",1
"Rock, Tisch",1
"Männlein, Paar",1
"Männlein, Abend",1
"Männlein, Mann",1
"Paar, Abend",1
"Paar, Tisch",1
"Abend, Tisch",1
"Leder, Freude",1
"Arbeit, Freude",1
"Mädchen, Wichtelmann",1
"Mädchen, Brief",1
"Wichtelmann, Brief",1
"Wichtelmann, Arbeit",1
"Wichtelmann, Besen",1
"Wichtelmann, Ecke",1
"Brief, Arbeit",1
"Brief, Besen",1
"Brief, Ecke",1
"Besen, Kind",1
"Wichtelmann, Berg",1
"Gold, Bett",1
"Gold, Perle",1
"Bett, Perle",1
"Mädchen, Gevatter",1
"Hand, Besen",1
"Hand, Ecke",1
"Wichtelmann, Mutter",1
"Wichtelmann, Auge",1
"Wichtelmann, Kopf",1
"Kind, Herd",1
"Freier, Müller",1
"Weg, Braut",1
"Mädchen, Gast",1
"Asche, Bräutigam",1
"Asche, Gast",1
"Wald, Gast",1
"Weg, Gast",1
"Erbse, Bräutigam",1
"Erbse, Gast",1
"Bräutigam, Gast",1
"Erde, Erbse",1
"Mädchen, Wand",1
"Mädchen, Vogel",1
"Mädchen, Bauer",1
"Wand, Stimme",1
"Vogel, Stimme",1
"Bauer, Stimme",1
"Braut, Stube",1
"Alte, Bräutigam",1
"Braut, Räuber",1
"Braut, Finger",1
"Morgen, Faß",1
"Keller, Räuber",1
"Räuber, Alte",1
"Erde, Faß",1
"Hochzeit, Müller",1
"Tag, Müller",1
"Müller, Bräutigam",1
"Wald, Wand",1
"Keller, Stube",1
"Stube, Kopf",1
"Räuber, Frau",1
"Räuber, Jungfrau",1
"Räuber, Herz",1
"Faß, Jungfrau",1
"Faß, Herz",1
"Jungfrau, Wein",1
"Räuber, Ring",1
"Ring, Faß",1
"Räuber, Gast",1
"Mauschen, Korbes",1
"Mauschen, Haus",1
"Mauschen, Herr",1
"Ente, Katze",1
"Ente, Mauschen",1
"Ente, Bett",1
"Ente, Türe",1
"Katze, Stecknadel",1
"Katze, Huhnchen",1
"Katze, Bett",1
"Katze, Wagen",1
"Katze, Mühlstein",1
"Katze, Nähnadel",1
"Mauschen, Stecknadel",1
"Mauschen, Huhnchen",1
"Mauschen, Bett",1
"Mauschen, Türe",1
"Mauschen, Mühlstein",1
"Mauschen, Nähnadel",1
"Stecknadel, Huhnchen",1
"Stecknadel, Bett",1
"Stecknadel, Türe",1
"Huhnchen, Bett",1
"Huhnchen, Türe",1
"Huhnchen, Mühlstein",1
"Huhnchen, Nähnadel",1
"Bett, Wagen",1
"Bett, Hahnchen",1
"Bett, Mühlstein",1
"Wagen, Türe",1
"Hahnchen, Türe",1
"Hahnchen, Mühlstein",1
"Türe, Mühlstein",1
"Türe, Nähnadel",1
"Asche, Korb",1
"Asche, Herr",1
"Korb, Katze",1
"Korb, Feuer",1
"Korb, Gesicht",1
"Korb, Herr",1
"Gesicht, Herr",1
"Wasser, Gesicht",1
"Ente, Gesicht",1
"Stuhl, Stecknadel",1
"Welt, Nähnadel",1
"Mühlstein, Haustür",1
"Korbes, Mann",1
"Wasser, Fremde",1
"Kranke, Fremde",1
"Fremde, Tod",1
"Wasser, Kunst",1
"Kranke, Geld",1
"Kranke, Kopf",1
"Kranke, Kunst",1
"Geld, Fuß",1
"Geld, Kunst",1
"Fuß, Kunst",1
"Kopf, Kunst",1
"Wasser, Gevatter",1
"Finger, Kopf",1
"Feuer, Fisch",1
"Feuer, Treppe",1
"Gevatter, Stube",1
"Stube, Treppe",1
"Gevatter, Bett",1
"Gevatter, Türe",1
"Gevatter, Magd",1
"Gevatter, Fisch",1
"Gevatter, Knecht",1
"Finger, Ei",1
"Finger, Magd",1
"Finger, Fisch",1
"Finger, Knecht",1
"Ei, Fisch",1
"Ei, Knecht",1
"Magd, Fisch",1
"Magd, Treppe",1
"Besen, Fisch",1
"Besen, Knecht",1
"Besen, Mann",1
"Fisch, Knecht",1
"Fisch, Herr",1
"Knecht, Treppe",1
"Knecht, Haus",1
"Knecht, Herr",1
"Gevatter, Tür",1
"Tür, Ei",1
"Tür, Treppe",1
"Tür, Herr",1
"Mädchen, Trude",1
"Ding, Trude",1
"Ding, Leute",1
"Ding, Eltern",1
"Trude, Kind",1
"Trude, Leute",1
"Trude, Tag",1
"Trude, Haus",1
"Trude, Eltern",1
"Teufel, Hexe",1
"Teufel, Köhler",1
"Teufel, Trude",1
"Teufel, Jäger",1
"Hexe, Köhler",1
"Hexe, Trude",1
"Köhler, Frau",1
"Köhler, Trude",1
"Köhler, Jäger",1
"Köhler, Kopf",1
"Trude, Jäger",1
"Trude, Mann",1
"Trude, Kopf",1
"Nacht, Brot",1
"Gevatter, Erde",1
"Gevatter, Herz",1
"Teufel, Gevatter",1
"Teufel, Pate",1
"Gold, Gevatter",1
"Gold, Pate",1
"Gevatter, Mensch",1
"Gevatter, Pate",1
"Welt, Pate",1
"Mensch, Kind",1
"Mensch, Pate",1
"Kind, Pate",1
"Pate, Mann",1
"Knabe, Zeit",1
"Knabe, Pate",1
"Jahr, Pate",1
"Zeit, Pate",1
"Wald, Kraut",1
"Welt, Fuß",1
"Arzt, Kraut",1
"Jüngling, Arzt",1
"Gold, Kranke",1
"Kranke, Leute",1
"Bett, Kraut",1
"Kraut, Tod",1
"'er, Arzt",1
"'er, Tod",1
"'er, Auge",1
"Arzt, Auge",1
"Pate, Auge",1
"König, Kraut",1
"Finger, Arzt",1
"Finger, Pate",1
"Finger, Licht",1
"Finger, Tod",1
"Arzt, Licht",1
"Arzt, Gesicht",1
"Pate, Licht",1
"Pate, Gesicht",1
"Licht, Gesicht",1
"Tod, Gesicht",1
"Bett, Arzt",1
"Königstochter, Glück",1
"Pate, Glück",1
"Leben, Kraut",1
"Hand, Reihe",1
"Reihe, Arzt",1
"Reihe, Tod",1
"Reihe, Licht",1
"'siehst, Tod",1
"Mensch, Tod",1
"Kind, Arzt",1
"Leute, Arzt",1
"Mir_Es, Königstochter",1
"Mir_Es, Arzt",1
"Mir_Es, Pate",1
"Mir_Es, Tod",1
"König, Pate",1
"Königstochter, Arzt",1
"Arzt, Leben",1
"Pate, Leben",1
"Schneider, Däumling",1
"Däumling, Sohn",1
"Vater, Licht",1
"Vater, Alte",1
"Sohn, Licht",1
"Mutter, Schneiderlein",1
"Däumling, Herd",1
"Erde, Weile",1
"Arbeit, Welt",1
"Schneiderlein, Meister",1
"Meisterin, Adie",1
"Meisterin, Haustür",1
"Meisterin, Herr",1
"Däumling, Adie",1
"Däumling, Haustür",1
"Adie, Haustür",1
"Adie, Herr",1
"Haustür, Herr",1
"Schneiderlein, Meisterin",1
"He, Meisterin",1
"He, Kopf",1
"Meisterin, Kopf",1
"Räuber, König",1
"Schatzkammer, Riese",1
"Räuber, Schatzkammer",1
"Räuber, Tür",1
"Räuber, Taler",1
"Schatzkammer, Tür",1
"Schatzkammer, Tier",1
"Tür, Taler",1
"Tür, Däumling",1
"Taler, Tier",1
"Tier, Däumling",1
"Arbeit, Schatzkammer",1
"Taler, Schloß",1
"Arbeit, Däumling",1
"Schatzkammer, Ecke",1
"Schneiderlein, Taler",1
"Taler, Ecke",1
"Däumling, Ecke",1
"Räuber, Welt",1
"Welt, Däumling",1
"Schneiderlein, Kreuzer",1
"Weg, Räuber",1
"Räuber, Tag",1
"Magd, Garten",1
"Magd, Däumling",1
"Magd, Kraut",1
"Garten, Däumling",1
"Garten, Kuh",1
"Däumling, Kraut",1
"Kuh, Kraut",1
"Stall, Däumling",1
"Stall, Stimme",1
"Däumling, Stimme",1
"Stimme, Herr",1
"Morgen, Kuh",1
"Arbeit, Mensch",1
"Bein, Däumling",1
"Wurst, Gast",1
"Wurst, Kopf",1
"Schneiderlein, Haus",1
"Vater, Schneiderlein",1
"Vater, Däumling",1
"Fuchs, Schneiderlein",1
"Fuchs, Däumling",1
"Huhn, Schneiderlein",1
"Huhn, Herz",1
"Huhn, Däumling",1
"Schneiderlein, Herr",1
"Ei, Däumling",1
"Herz, Däumling",1
"Stück, Däumling",1
"Däumling, Kreuzer",1
"Fuchs, Kind",1
"Mädchen, Hexenmeister",1
"Schlüssel, Zeit",1
"Herz, Stube",1
"Silber, Stube",1
"Gold, Stube",1
"Schlüssel, Kammer",1
"Ei, Kammer",1
"Kammer, Haus",1
"Braut, Ei",1
"Vater, Korb",1
"Korb, Mutter",1
"Korb, Hochzeit",1
"Gold, Hexenmeister",1
"Korb, Braut",1
"Mädchen, Korb",1
"Korb, Eltern",1
"Braut, Hexenmeister",1
"Vogel, Faß",1
"Vogel, Mensch",1
"Vogel, Bett",1
"Vogel, Honig",1
"Faß, Honig",1
"Mensch, Honig",1
"Bett, Honig",1
"Braut, Bruder",1
"Braut, Gast",1
"Hexenmeister, Türe",1
"Jahr, Nacht",1
"Jahr, Awerst",1
"Jahr, Wöör",1
"Bett, Awerst",1
"Bett, Wöör",1
"Nacht, Wöör",1
"Finger, Appell",1
"Appell, Schnee",1
"Freude, Schnee",1
"Freude, Gans",1
"Freude, Wöör",1
"Freude, Ik",1
"Schnee, Gans",1
"Schnee, Wöör",1
"Schnee, Ik",1
"Ehre, Zeit",1
"He, Schnee",1
"Schnee, Awerst",1
"Schnee, Tochter",1
"Weg, De",1
"Weg, Ehre",1
"Weg, Gans",1
"Weg, Wöör",1
"Gans, Kind",1
"Appell, Awerst",1
"Appell, Kind",1
"Appell, Magd",1
"Magd, De",1
"Magd, Ehre",1
"Stuhl, Appell",1
"Stuhl, Hand",1
"Stuhl, De",1
"Stuhl, Ehre",1
"He, Appell",1
"He, Gans",1
"Appell, Gans",1
"Hand, Moder",1
"Hand, Ik",1
"Mensch, Moder",1
"Stück, Moder",1
"He, Land",1
"Land, Moder",1
"Vogel, Eine",1
"He, Geselle",1
"He, Feder",1
"He, Auge",1
"Geselle, Vogel",1
"Geselle, Frau",1
"Geselle, De",1
"Geselle, Kind",1
"Geselle, Wöör",1
"Geselle, Feder",1
"Geselle, Auge",1
"Gold, Auge",1
"Vogel, Kind",1
"De, Feder",1
"Kind, Feder",1
"Wöör, Feder",1
"Wöör, Auge",1
"Feder, Auge",1
"Frau, Moder",1
"Awerst, Gans",1
"Awerst, Auge",1
"Moder, Licht",1
"Auge, Ik",1
"Welt, Gans",1
"Welt, Wöör",1
"Welt, Ik",1
"Bauer, Zahn",1
"Hund, Sultan",1
"Hund, Zahn",1
"Sultan, Zahn",1
"Bauer, Jahr",1
"Bauer, Tier",1
"Bauer, Haustür",1
"Ei, Sultan",1
"Ei, Haustür",1
"Jahr, Sultan",1
"Jahr, Haustür",1
"Tier, Sultan",1
"Zeit, Sultan",1
"Zeit, Haustür",1
"Sultan, Mann",1
"Sultan, Haustür",1
"Mann, Haustür",1
"Gevatter, Wolf",1
"Gnade, Eltern",1
"Vater, Sultan",1
"Bett, Feld",1
"Bett, Sultan",1
"Feld, Sultan",1
"Kind, Sultan",1
"Gevatter, Auge",1
"Hund, Nacht",1
"Bauer, Haar",1
"Haar, Sultan",1
"Geselle, Hund",1
"Geselle, Wolf",1
"Morgen, Wolf",1
"Morgen, Schwein",1
"Wald, Hund",1
"Wald, Schwein",1
"Katze, Bein",1
"Katze, Sultan",1
"Bein, Schwanz",1
"Bein, Sultan",1
"Schwanz, Sultan",1
"Wolf, Schwanz",1
"Bein, Tier",1
"Katze, Ohr",1
"Ohr, Maus",1
"Schwein, Maus",1
"Katze, Frieden",1
"Hund, Frieden",1
"Wolf, Frieden",1
"Baum, Frieden",1
"Frieden, Schwein",1
"Weg, Königin",1
"Weg, Hauschen",1
"Feuer, Welt",1
"Feuer, Hauschen",1
"Feuer, Gemahlin",1
"Welt, Hauschen",1
"Herz, Hauschen",1
"Alte, Gemahlin",1
"Tochter, Hauschen",1
"Hauschen, Gemahlin",1
"Hochzeit, Alte",1
"Welt, Knabe",1
"Knabe, Gemahlin",1
"Kind, Gemahlin",1
"Weg, Geld",1
"Weg, Diener",1
"Geld, Diener",1
"Weg, Jagd",1
"Vater, Schwan",1
"Wald, Feder",1
"Feder, Schwan",1
"Nacht, Stiefmutter",1
"Freude, Schwesterchen",1
"Schwesterchen, Bruder",1
"Räuber, Schwesterchen",1
"'nein, Zeit",1
"'nein, Abend",1
"'nein, Schwan",1
"Zeit, Schwan",1
"Abend, Schwan",1
"Arbeit, Bruder",1
"Arbeit, Mund",1
"Arbeit, Schwan",1
"Bruder, Mund",1
"Mund, Schwan",1
"Land, Jäger",1
"Mantel, Schloß",1
"Welt, Mund",1
"Jahr, Mund",1
"Mund, Alte",1
"Königin, Tod",1
"Feuer, Schwan",1
"Asche, Freude",1
"Frieden, Glück",1
"Mädchen, Frosch",1
"Freude, Frosch",1
"Freude, Land",1
"Welt, Frosch",1
"Welt, Land",1
"Frosch, Königin",1
"Frosch, Land",1
"Jahr, Stimme",1
"Jahr, Spindel",1
"Königstochter, Spindel",1
"Stimme, Spindel",1
"König, Spindel",1
"Kind, Spindel",1
"Turm, Kammer",1
"Schlüssel, Flachs",1
"Schlüssel, Spindel",1
"Flachs, Spindel",1
"Flachs, Türe",1
"Frau, Spindel",1
"Schloß, Spindel",1
"Spindel, Türe",1
"'guten, Königstochter",1
"'guten, Alte",1
"Königstochter, Alte",1
"Mädchen, Spindel",1
"Ding, Spindel",1
"Finger, Spindel",1
"Wand, Herde",1
"Wand, Hund",1
"Wand, Haar",1
"Herde, Feuer",1
"Herde, Hund",1
"Herde, Stall",1
"Herde, Haar",1
"Herde, Pferd",1
"Herde, Koch",1
"Feuer, Stall",1
"Feuer, Haar",1
"Hund, Haar",1
"Hund, Pferd",1
"Stall, Haar",1
"Haar, Pferd",1
"Ring, Jahr",1
"Dornrösche, Zeit",1
"Dornrösche, König",1
"Dornrösche, Königin",1
"Dornrösche, Mann",1
"König, Königssohn",1
"Jahr, Königssohn",1
"Großvater, Königssohn",1
"Großvater, Tod",1
"Königssohn, Tod",1
"Dornrösche, Jüngling",1
"Dornrösche, Alte",1
"Jüngling, Alte",1
"Dornrösche, Tag",1
"Blume, Königssohn",1
"Wand, Hand",1
"Huhn, Hand",1
"Huhn, Haus",1
"Hand, Junge",1
"Koch, Haus",1
"Dornrösche, Turm",1
"Dornrösche, Stube",1
"Dornrösche, Türe",1
"Wand, Feld",1
"Huhn, Pferd",1
"Huhn, Feld",1
"Feuer, Magd",1
"Feuer, Feld",1
"Magd, Pferd",1
"Magd, Feld",1
"Pferd, Feld",1
"Feld, Koch",1
"Feld, Junge",1
"Hochzeit, Dornrösche",1
"Förster, Wald",1
"Förster, Haus",1
"Vogel, Fundevogel",1
"Fundevogel, Baum",1
"Förster, Brunnen",1
"Förster, Abend",1
"Brunnen, Abend",1
"Brunnen, Kochin",1
"Förster, Fundevogel",1
"Förster, Mensch",1
"Fundevogel, Jagd",1
"Mensch, Jagd",1
"Mensch, Kochin",1
"Lenchen, Jagd",1
"Jagd, Kochin",1
"Förster, Bett",1
"Bett, Jagd",1
"Fundevogel, Abend",1
"Fundevogel, Haus",1
"Lenchen, Abend",1
"Vater, Jagd",1
"Wald, Fundevogel",1
"Wald, Knecht",1
"Wald, Lenchen",1
"Welt, Kochin",1
"Fundevogel, Kirche",1
"Knecht, Sprache",1
"Lenchen, Kirche",1
"Haus, Kirche",1
"Bein, Knecht",1
"Bein, Kind",1
"Bein, Kirche",1
"Ente, Fundevogel",1
"Ente, Sprache",1
"Ente, Lenchen",1
"Ente, Kochin",1
"Sprache, Kochin",1
"Ente, Kopf",1
"Reihe, Königstochter",1
"König, Holz",1
"Ei, Drosselbart",1
"Drosselbart, Zeit",1
"Drosselbart, Name",1
"Freier, Leute",1
"Freier, Mann",1
"Leute, Türe",1
"Spielmann, Tag",1
"Spielmann, Kleid",1
"Spielmann, Pfarrer",1
"Spielmann, Frau",1
"Spielmann, Königstochter",1
"Pfarrer, Frau",1
"Pfarrer, König",1
"Pfarrer, Königstochter",1
"Pfarrer, Tochter",1
"Wald, Drosselbart",1
"König, Wiese",1
"Drosselbart, Wiese",1
"Wiese, Eine",1
"Mann, Hauschen",1
"Spielmann, Tür",1
"Spielmann, Haus",1
"Tür, Haus",1
"Feuer, Königstochter",1
"Faden, Mann",1
"Arbeit, 'siehst",1
"Topf, Geld",1
"Topf, Leute",1
"Arbeit, Wein",1
"Wein, Ecke",1
"Arbeit, Königstochter",1
"Königstochter, Koch",1
"Seide, Königssohn",1
"Hand, Drosselbart",1
"Topf, Suppe",1
"Erde, Leute",1
"König, Treppe",1
"Drosselbart, Treppe",1
"Drosselbart, Mann",1
"Topf, Spielmann",1
"Topf, Hauschen",1
"Vater, Drosselbart",1
"Hochzeit, Drosselbart",1
"Freude, Drosselbart",1
"Freude, Kleid",1
"Drosselbart, Tag",1
"Drosselbart, Kleid",1
"Drosselbart, Glück",1
"Kleid, Glück",1
"Königin, Feder",1
"Feder, Himmel",1
"Schnee, Holz",1
"Schnee, Töchterlein",1
"Schneewittchen, Holz",1
"Schneewittchen, Töchterlein",1
"Jahr, Schneewittchen",1
"Wald, Schneewittchen",1
"Wald, Lauf",1
"Wald, Hirschfänger",1
"Herz, Lauf",1
"Herz, Hirschfänger",1
"Tier, Lauf",1
"Tier, Hirschfänger",1
"Schneewittchen, Lauf",1
"Schneewittchen, Hirschfänger",1
"Schneewittchen, Stein",1
"Kind, Lauf",1
"Kind, Hirschfänger",1
"Lauf, Leben",1
"Lauf, Jäger",1
"Lauf, Hirschfänger",1
"Lauf, Stein",1
"Leben, Hirschfänger",1
"Jäger, Stein",1
"Hirschfänger, Stein",1
"Weib, Schneewittchen",1
"Weib, Koch",1
"Schneewittchen, Koch",1
"Wald, Blatt",1
"Blatt, Kind",1
"Fuß, Hauschen",1
"Schneewittchen, Wein",1
"Schneewittchen, Brot",1
"Berg, Herr",1
"Bett, Schneewittchen",1
"Bett, Tellerchen",1
"Schneewittchen, Tellerchen",1
"Geselle, Zwerg",1
"Zwerg, Nacht",1
"Morgen, Zwerg",1
"Morgen, Schneewittchen",1
"Leben, Stiefmutter",1
"Zwerg, Herz",1
"Mädchen, Zwerglein",1
"Tag, Zwerglein",1
"Stiefmutter, Zwerglein",1
"Spiegel, Leben",1
"Spiegel, Jäger",1
"Gesicht, Krämerin",1
"Seide, Frau",1
"Seide, Berg",1
"Seide, Zwerg",1
"Seide, Schneewittchen",1
"Seide, Türe",1
"Frau, Zwerg",1
"Zwerg, Tag",1
"Erde, Zwerg",1
"Zwerg, Krämerfrau",1
"Mensch, Königin",1
"Mensch, Krämerfrau",1
"Königin, Krämerfrau",1
"Weib, Spiegel",1
"Weib, Haus",1
"Spiegel, Haus",1
"Zwerg, Alte",1
"Haar, Schneewittchen",1
"Abend, Glück",1
"Abend, Zwerglein",1
"Glück, Zwerglein",1
"Erde, Stiefmutter",1
"Kammer, Apfel",1
"Berg, Apfel",1
"Berg, Gesicht",1
"Berg, Bauersfrau",1
"Zwerg, Gesicht",1
"Zwerg, Bauersfrau",1
"Apfel, Gesicht",1
"Apfel, Bauersfrau",1
"Gesicht, Bauersfrau",1
"Mir_Es, Zwerg",1
"Mir_Es, Schneewittchen",1
"Mir_Es, Apfel",1
"Mir_Es, Bauerin",1
"Zwerg, Kopf",1
"Zwerg, Bauerin",1
"Mensch, Schneewittchen",1
"Mensch, Apfel",1
"Mensch, Kopf",1
"Mensch, Bauerin",1
"Schneewittchen, Kopf",1
"Kopf, Bauerin",1
"'nein, 'siehst",1
"'nein, Schneewittchen",1
"'nein, Apfel",1
"'siehst, Schneewittchen",1
"'siehst, Apfel",1
"'siehst, Alte",1
"Apfel, Alte",1
"Hand, Schneewittchen",1
"Hand, Bauerin",1
"Schnee, Zwerg",1
"Schnee, Spiegel",1
"Schnee, Königin",1
"Zwerg, Spiegel",1
"Erde, Zwerglein",1
"Schneewittchen, Mund",1
"Mund, Zwerglein",1
"Wein, Kind",1
"Erde, Name",1
"Rabe, Tier",1
"Rabe, Schneewittchen",1
"Rabe, Taubechen",1
"Tier, Taubechen",1
"Schneewittchen, Taubechen",1
"Schnee, Zeit",1
"Zeit, Schneewittchen",1
"Gold, Zwerg",1
"Gold, Schneewittchen",1
"Gold, Zwerglein",1
"Welt, Zwerg",1
"Welt, Zwerglein",1
"Vater, Schneewittchen",1
"Vater, Gemahlin",1
"Hochzeit, Schneewittchen",1
"Freude, Königssohn",1
"Freude, Schneewittchen",1
"Freude, Gemahlin",1
"Königssohn, Schneewittchen",1
"Königssohn, Gemahlin",1
"Schneewittchen, Schloß",1
"Schneewittchen, Gemahlin",1
"Spiegel, Kleid",1
"Schrecken, Schneewittchen",1
"Schuh, Erde",1
"Wald, Silber",1
"Silber, Tag",1
"Baum, Tisch",1
"Welt, Tüchlein",1
"Tüchlein, Glück",1
"Wald, Kohle",1
"Köhler, Kohle",1
"Köhler, Erde",1
"Köhler, 'guten",1
"Köhler, Deck",1
"Köhler, Gast",1
"Erde, Ranzen",1
"Erde, 'guten",1
"Erde, Tüchlein",1
"Erde, Deck",1
"Ranzen, 'guten",1
"Ranzen, Abend",1
"Ranzen, Tag",1
"Ranzen, Deck",1
"Ranzen, Gast",1
"'guten, Tüchlein",1
"'guten, Deck",1
"'guten, Gast",1
"Tüchlein, Abend",1
"Tüchlein, Tag",1
"Abend, Deck",1
"Tag, Deck",1
"Köhler, Auge",1
"Wald, Tüchlein",1
"Tüchlein, Ecke",1
"Köhler, Hand",1
"Ranzen, Hand",1
"Tüchlein, Hand",1
"Köhler, Herr",1
"Geselle, Tüchlein",1
"Geselle, Gast",1
"'nein, Tüchlein",1
"Stück, Tüchlein",1
"Ranzen, Soldat",1
"Tüchlein, Soldat",1
"Rock, Ranzen",1
"Rock, Bruder",1
"Rock, Hutlein",1
"Rock, Kopf",1
"Ranzen, Kopf",1
"Bruder, Hutlein",1
"Silber, Türe",1
"Türe, Glück",1
"Soldat, Leute",1
"Ranzen, Leute",1
"Frau, Frieden",1
"Reich, Frieden",1
"Reich, Name",1
"Frieden, Tochter",1
"Frieden, Name",1
"Tochter, Name",1
"Hochzeit, Ranzen",1
"Hochzeit, Königstochter",1
"Ranzen, Königstochter",1
"Ranzen, Kind",1
"Ranzen, Zeit",1
"Zeit, Hutlein",1
"Mädchen, Müller",1
"Morgen, Kammer",1
"Morgen, Kunst",1
"Arbeit, Stroh",1
"Arbeit, Gold",1
"Arbeit, Kammer",1
"Arbeit, Nacht",1
"Arbeit, Schloß",1
"Arbeit, Müller",1
"Arbeit, Kunst",1
"Stroh, Schloß",1
"Stroh, Müller",1
"Stroh, Kunst",1
"Gold, Kunst",1
"König, Müller",1
"König, Kunst",1
"Kammer, Müller",1
"Kammer, Kunst",1
"Nacht, Müller",1
"Nacht, Kunst",1
"Schloß, Müller",1
"Schloß, Kunst",1
"Müller, Kunst",1
"Tochter, Kunst",1
"Mädchen, 'guten",1
"Stroh, 'guten",1
"Stroh, Sprache",1
"Stroh, Abend",1
"Gold, 'guten",1
"Gold, Abend",1
"'guten, Sprache",1
"'guten, Männchen",1
"Sprache, Männchen",1
"Männchen, Abend",1
"Spule, Männchen",1
"Morgen, Spule",1
"Stroh, Spule",1
"Gold, Spule",1
"Stroh, Finger",1
"Finger, Männchen",1
"Morgen, Ring",1
"Stroh, Männlein",1
"Stroh, Frau",1
"Stroh, Welt",1
"Stroh, Gemahlin",1
"Gold, Männlein",1
"Männlein, Welt",1
"Männlein, Kammer",1
"Männlein, Müllerstochter",1
"Männlein, Gemahlin",1
"Frau, Müllerstochter",1
"Welt, Müllerstochter",1
"Kammer, Gemahlin",1
"Müllerstochter, Gemahlin",1
"Stroh, Königin",1
"Stroh, Kind",1
"Gold, Königin",1
"Männchen, Müllerstochter",1
"Kind, Müllerstochter",1
"Morgen, Hochzeit",1
"Morgen, Müllerstochter",1
"Hochzeit, Müllerstochter",1
"Jahr, Männchen",1
"'nein, Kammer",1
"'nein, Männchen",1
"Kammer, Männchen",1
"Nacht, Land",1
"Land, Name",1
"Fuchs, Männlein",1
"Fuchs, Feuer",1
"Fuchs, Nacht",1
"Fuchs, Männchen",1
"Fuchs, Name",1
"Männlein, Bein",1
"Männlein, Feuer",1
"Männlein, Berg",1
"Männlein, Reihe",1
"Männlein, Männchen",1
"Männlein, Leute",1
"Männlein, Hase",1
"Männlein, Haus",1
"Bein, Feuer",1
"Bein, Berg",1
"Bein, Reihe",1
"Bein, Nacht",1
"Bein, Männchen",1
"Bein, Name",1
"Feuer, Reihe",1
"Feuer, Männchen",1
"Feuer, Leute",1
"Feuer, Hase",1
"Feuer, Name",1
"Berg, Reihe",1
"Berg, Nacht",1
"Berg, Männchen",1
"Berg, Leute",1
"Berg, Haus",1
"Berg, Name",1
"Reihe, Nacht",1
"Reihe, Männchen",1
"Reihe, Hase",1
"Reihe, Haus",1
"Reihe, Name",1
"Nacht, Männchen",1
"Nacht, Hase",1
"Männchen, Leute",1
"Männchen, Hase",1
"Männchen, Haus",1
"Männchen, Name",1
"Leute, Hase",1
"Leute, Name",1
"Hase, Tag",1
"Hase, Haus",1
"Hase, Name",1
"'nein, Männlein",1
"'nein, Name",1
"Männlein, Königin",1
"Teufel, Erde",1
"Teufel, Männlein",1
"Erde, Männlein",1
"Männlein, Hand",1
"Männlein, Fuß",1
"Wand, Tag",1
"Wand, Türe",1
"Hand, Axt",1
"Nacht, Axt",1
"Axt, Kopf",1
"Liebste, Türe",1
"Roland, Türe",1
"Kind, Roland",1
"Roland, Stiefmutter",1
"Mädchen, Treppe",1
"Mädchen, Kopf",1
"Erde, Treppe",1
"Erde, Roland",1
"Bett, Roland",1
"Treppe, Roland",1
"Treppe, Tag",1
"Roland, Tag",1
"Roland, Kopf",1
"Morgen, Hexe",1
"Ei, Alte",1
"Treppe, Alte",1
"Hexe, Liebste",1
"Hexe, Roland",1
"Welt, Liebste",1
"Welt, Roland",1
"Mädchen, Ente",1
"Mädchen, See",1
"Ente, Liebste",1
"Ente, Roland",1
"See, Liebste",1
"See, Roland",1
"See, Alte",1
"Liebste, Alte",1
"Roland, Alte",1
"Hexe, Ente",1
"Nacht, Liebste",1
"Nacht, Roland",1
"Blume, Liebste",1
"Blume, Roland",1
"Hexe, Spielmann",1
"Hexe, Blume",1
"Spielmann, Blume",1
"Mädchen, Stein",1
"Vater, Liebste",1
"Vater, Roland",1
"Hochzeit, Stein",1
"Feld, Liebste",1
"Feld, Roland",1
"Liebste, Stein",1
"Roland, Stein",1
"Blume, Feld",1
"Wasser, Stube",1
"Arbeit, Stube",1
"Arbeit, Herd",1
"Stube, Herd",1
"Herd, Tisch",1
"Liebste, Haus",1
"Roland, Haus",1
"Zeit, Roland",1
"Mädchen, Ehre",1
"Braut, Ohr",1
"Braut, Stimme",1
"Braut, Roland",1
"Ohr, Herz",1
"Ohr, Roland",1
"Herz, Roland",1
"Stimme, Roland",1
"Freude, Liebste",1
"Freude, Roland",1
"Zeit, Apfel",1
"Schloß, Apfel",1
"Nacht, Garten",1
