Characters,TaleDistributionFrequency
"Rock, Riese",1
"Diener, Auge",1
"König, Axt",1
"Schneider, Weg",1
"Land, Riese",1
"Schneider, Treppe",1
"Schneiderlein, Brot",1
"Streiche, Mann",1
"Ei, Streiche",1
"Schneiderlein, Bauersfrau",1
"Schneiderlein, Tisch",1
"Zeit, Bett",1
"Käse, Riese",1
"Ohr, Nacht",1
"Zeit, Türe",1
"Gott, Schneiderlein",1
"Streiche, Riese",1
"Schneider, Ding",1
"Schneider, Welt",1
"Erde, Zahn",1
"Tier, Vöglein",1
"Schneiderlein, Auge",1
"Kammer, Riese",1
"Weg, Riese",1
"Vater, Axt",1
"Braut, Schuh",1
"Kleid, Stiefmutter",1
"Stück, Königin",1
"Schuh, Messer",1
"Silber, Kleid",1
"Seide, Kleid",1
"Vogel, Kleid",1
"Baumchen, Eltern",1
"Vöglein, Kleid",1
"Asche, Baum",1
"Schuh, Gans",1
"Aschenputtel, Baumchen",1
"Tag, Baumchen",1
"'nein, Kleid",1
"Schuh, Schloß",1
"Hochzeit, Ding",1
"Königssohn, Abend",1
"Morgen, Gemahlin",1
"Mädchen, Garten",1
"Asche, Kleid",1
"Schuh, Stube",1
"Mutter, Eltern",1
"Taubechen, Himmel",1
"Königstochter, Stiefmutter",1
"Mann, Töchterlein",1
"Königssohn, Baum",1
"Messer, Fuß",1
"Asche, Schuh",1
"Haus, Kleid",1
"Hochzeit, Stiefmutter",1
"Asche, Garten",1
"Asche, Himmel",1
"Asche, Vogel",1
"Mädchen, Gesicht",1
"Asche, Vöglein",1
"Aschenputtel, Frau",1
"Silber, Vogel",1
"Aschenputtel, Eltern",1
"Aschenputtel, Stiefmutter",1
"Stück, Fuß",1
"Schuh, Haar",1
"Schuh, Stiefmutter",1
"Vöglein, Taubechen",1
"Mann, Gemahlin",1
"Mutter, Messer",1
"Messer, Königssohn",1
"Aschenputtel, König",1
"Garten, Taubechen",1
"Mädchen, Himmel",1
"Taubechen, Kleid",1
"Seide, Silber",1
"Stube, Gans",1
"Asche, Bett",1
"Schuh, Gemahlin",1
"Braut, Tag",1
"Schuh, Taubechen",1
"Frau, Töchterlein",1
"Aschenputtel, Ding",1
"Schemel, Fuß",1
"Vater, Aschenputtel",1
"Schuh, Garten",1
"Mädchen, Schuh",1
"Seide, Vogel",1
"Auge, Töchterlein",1
"Aschenputtel, Haar",1
"Bett, Herd",1
"Hochzeit, Haar",1
"Aschenputtel, Kleid",1
"Aschenputtel, 'nein",1
"Aschenputtel, Schuh",1
"Schuh, Brot",1
"Aschenputtel, Vöglein",1
"Schuh, Ding",1
"Gesicht, Stiefmutter",1
"Auge, Himmel",1
"Mutter, Braut",1
"Tüchlein, Schnee",1
"Aschenputtel, Vogel",1
"Aschenputtel, Tag",1
"Vöglein, Himmel",1
"Schuh, Kammer",1
"Mutter, Baumchen",1
"Aschenputtel, Königssohn",1
"Königssohn, Treppe",1
"Aschenputtel, Baum",1
"Gans, Kleid",1
"Mädchen, Aschenputtel",1
"Aschenputtel, Axt",1
"Hochzeit, Schuh",1
"Aschenputtel, Pferd",1
"Schuh, Kleid",1
"Fuß, Gemahlin",1
"Königssohn, Garten",1
"Mutter, Schuh",1
"Frau, Tüchlein",1
"Aschenputtel, Perle",1
"Morgen, Fuß",1
"Mädchen, Taubechen",1
"Haar, Schloß",1
"Schuh, Königin",1
"Braut, Jungfrau",1
"Aschenputtel, Abend",1
"Asche, Taubechen",1
"Garten, Vöglein",1
"Stube, Brot",1
"Asche, Abend",1
"Mädchen, Vöglein",1
"Schuh, Stück",1
"Bett, Töchterlein",1
"Schuh, Königssohn",1
"Aschenputtel, Alte",1
"Schuh, Mann",1
"Bett, Himmel",1
"Schuh, Pferd",1
"Schuh, Vöglein",1
"Asche, Aschenputtel",1
"Mädchen, Stück",1
"Schuh, König",1
"Garten, Kleid",1
"Aschenputtel, Schloß",1
"Braut, Stiefmutter",1
"Aschenputtel, Mutter",1
"Aschenputtel, Hochzeit",1
"Aschenputtel, Mann",1
"Garten, Abend",1
"Haar, Stiefmutter",1
"Ding, Stiefmutter",1
"Land, Tag",1
"Fremde, Stiefmutter",1
"Rabe, Diener",1
"Königssohn, Stimme",1
"Fremde, Alte",1
"Magd, Rätsel",1
"Fremde, Haus",1
"Kunst, Stiefmutter",1
"Mantel, Diener",1
"Mantel, Jüngling",1
"Topf, Abend",1
"Diener, Hauschen",1
"Mantel, Gold",1
"Rätsel, Herr",1
"Silber, Nacht",1
"Mädchen, Fremde",1
"Mantel, Rätsel",1
"Magd, Diener",1
"Stimme, Diener",1
"Hexe, Königssohn",1
"Hexe, Pferd",1
"Jüngling, Diener",1
"Hexe, Rabe",1
"Ding, Tochter",1
"Silber, Jüngling",1
"Fremde, Türe",1
"Fremde, Kunst",1
"Nacht, Königstochter",1
"Mantel, Bett",1
"Mantel, Rabe",1
"Haus, Kunst",1
"Rätsel, Tag",1
"Mantel, Silber",1
"Rätsel, Pferd",1
"Königssohn, Nacht",1
"Bett, Diener",1
"Rabe, Suppe",1
"Hexe, Tisch",1
"Morgen, Rätsel",1
"Rätsel, Königstochter",1
"Wirt, Rabe",1
"Topf, 'guten",1
"Kind, Diener",1
"Mantel, Magd",1
"Wirt, Suppe",1
"Hexe, Diener",1
"Feuer, Fremde",1
"Rätsel, Zeit",1
"Hexe, Wirt",1
"Mantel, Königstochter",1
"Silber, Königstochter",1
"Silber, Diener",1
"Mädchen, Hexe",1
"Mantel, Herr",1
"Hexe, Fremde",1
"Königssohn, Hauschen",1
"Rabe, Rätsel",1
"Rabe, Tisch",1
"Stimme, Hauschen",1
"Gold, Jüngling",1
"'guten, Kohle",1
"Gold, Königstochter",1
"Bratwurst, Mauschen",1
"Wasser, Bratwurst",1
"Vöglein, Koch",1
"Arbeit, Vogelchen",1
"Koch, Maus",1
"Bratwurst, Vogel",1
"Haar, Vöglein",1
"Vogelchen, Holz",1
"Bratwurst, Meister",1
"Bratwurst, Gut",1
"Vogel, Holz",1
"Gut, Vogelchen",1
"Haar, Tisch",1
"Stück, Vöglein",1
"Vöglein, Leben",1
"Vogel, Maus",1
"Knecht, Vöglein",1
"Meister, Maus",1
"Brunnen, Holz",1
"Bratwurst, Vöglein",1
"Mauschen, Gut",1
"Mauschen, Vogelchen",1
"Vöglein, Holz",1
"Bratwurst, Koch",1
"Vogel, Vöglein",1
"Feuer, Maus",1
"Vöglein, Tisch",1
"Bratwurst, Maus",1
"Wald, Vogelchen",1
"Leben, Tisch",1
"Vogel, Meister",1
"Topf, Maus",1
"Mauschen, Frieden",1
"Maus, Holz",1
"Bratwurst, Feuer",1
"Knecht, Tag",1
"Bratwurst, Leben",1
"Brief, Vöglein",1
"Brief, Bratwurst",1
"Vöglein, Brunnen",1
"Morgen, Tisch",1
"Bratwurst, Frieden",1
"Vogel, Koch",1
"Frieden, Vogelchen",1
"Wasser, Vöglein",1
"Gut, Frieden",1
"Hund, Vöglein",1
"Topf, Vöglein",1
"Feuer, Brunnen",1
"Topf, Tag",1
"Bratwurst, Vogelchen",1
"Knecht, Holz",1
"Bratwurst, Holz",1
"Morgen, Vöglein",1
"Brief, Hund",1
"Vöglein, Maus",1
"Feuer, Vöglein",1
"Koch, Holz",1
"Bratwurst, Hund",1
"Bratwurst, Tisch",1
"Wasser, Vogel",1
"Arbeit, Vogel",1
"Feder, Leben",1
"Tor, Haus",1
"Aschenputtel, Arbeit",1
"Hand, Holle",1
"Frau, Holle",1
"Mutter, Glück",1
"Bett, Feder",1
"Frau, Tor",1
"Tor, Brunnen",1
"Hahn, Tor",1
"Mutter, Tor",1
"Hahn, Welt",1
"Welt, Feder",1
"Feder, Tag",1
"Blume, Wiese",1
"Finger, Brunnen",1
"Frau, Spule",1
"Spule, Brunnen",1
"Bett, Holle",1
"Mädchen, Tor",1
"Welt, Tor",1
"Mädchen, Spule",1
"Hahn, Brunnen",1
"Wiese, Brot",1
"Gold, Holle",1
"Holle, Zahn",1
"Hahn, Mutter",1
"Finger, Spule",1
"Feder, Holle",1
"Welt, Brunnen",1
"Hand, Tor",1
"Welt, Holle",1
"Holle, Tag",1
"Tor, Holle",1
"Holle, Haus",1
"Spule, Holle",1
"Mädchen, Hahn",1
"Hand, Spule",1
"Brunnen, Holle",1
"Schwesterchen, Tellerchen",1
"Zeit, Eltern",1
"Schwesterchen, Zwerglein",1
"Tellerchen, Herr",1
"Rabe, Schwesterchen",1
"Rabe, Zwerglein",1
"Zwerg, Tellerchen",1
"Vater, Türe",1
"Brot, Eltern",1
"Tellerchen, Haus",1
"Eltern, Himmel",1
"Schlüssel, Glasberg",1
"Messer, Schwesterchen",1
"Vater, Rabe",1
"Becherchen, Zwerglein",1
"Rabe, Türe",1
"Mutter, Rabe",1
"Schwesterchen, Herr",1
"Wasser, Eltern",1
"Vater, Knabe",1
"Messer, Tor",1
"Mutter, Türe",1
"Becherchen, Herr",1
"Rabe, Tellerchen",1
"Herr, Zwerglein",1
"Rabe, Becherchen",1
"Rabe, Zwerg",1
"Tellerchen, Zwerglein",1
"Becherchen, Haus",1
"Rabe, Junge",1
"Mädchen, Glasberg",1
"Bruder, Zwerglein",1
"Rabe, Ring",1
"Kind, Zwerglein",1
"Zwerg, Becherchen",1
"Tüchlein, Tor",1
"Schwesterchen, Tor",1
"Glasberg, Tüchlein",1
"Mädchen, Tüchlein",1
"Schwesterchen, Becherchen",1
"Becherchen, Tellerchen",1
"Sohn, Eltern",1
"Wasser, Brot",1
"Schwesterchen, Zwerg",1
"Bruder, Eltern",1
"Mensch, Mund",1
"Glasberg, Bruder",1
"Wolf, Kuchen",1
"Rotkappechen, Bett",1
"Rotkappechen, Türe",1
"Wald, Großmutter",1
"Wolf, Auge",1
"Wolf, Alte",1
"Kind, Großmutter",1
"Morgen, Großmutter",1
"Stube, Ecke",1
"Rotkappechen, Wurst",1
"Wein, Großmutter",1
"Kuchen, Türe",1
"'guten, Mir_Es",1
"Wald, Freude",1
"Rotkappechen, Tag",1
"Gott, Stube",1
"Wald, Rotkappechen",1
"Wurst, Wolf",1
"Rotkappechen, Weg",1
"Kind, Rotkäppchen",1
"Morgen, Stube",1
"Rotkappechen, Jäger",1
"Lauf, Großmutter",1
"'guten, Rotkäppchen",1
"Großmutter, Baum",1
"Bett, Gesicht",1
"Rotkäppchen, Auge",1
"Stube, Großmutter",1
"Rotkappechen, Ei",1
"Mädchen, Großmutter",1
"Weg, Blume",1
"Rotkappechen, Hand",1
"Ohr, Hand",1
"Großmutter, Gesicht",1
"Großmutter, Kuchen",1
"Mir_Es, Großmutter",1
"Ohr, Wolf",1
"Zeit, Rotkäppchen",1
"Morgen, Ecke",1
"Rotkappechen, Tier",1
"Stube, Jäger",1
"'guten, Großmutter",1
"Wolf, Rotkäppchen",1
"Wurst, Kind",1
"Ohr, Ei",1
"Zeit, Großmutter",1
"Rotkappechen, Wein",1
"Wasser, Wurst",1
"Rotkappechen, Rotkäppchen",1
"Wald, Rotkäppchen",1
"Hand, Wolf",1
"Rotkappechen, Stein",1
"Großmutter, Wolf",1
"Mutter, Großmutter",1
"Weg, Rotkäppchen",1
"Baum, Rotkäppchen",1
"Hand, Rotkäppchen",1
"Freude, Blume",1
"Abend, Rotkäppchen",1
"Bauch, Großmutter",1
"Mädchen, Wolf",1
"Weg, Auge",1
"Morgen, Mir_Es",1
"Wurst, Rotkäppchen",1
"Rotkappechen, Kuchen",1
"Ei, Großmutter",1
"Weg, Großmutter",1
"Großmutter, Haus",1
"Haus, Rotkäppchen",1
"Blume, Auge",1
"Wein, Rotkäppchen",1
"Großmutter, Auge",1
"Bett, Jäger",1
"Rotkappechen, Ohr",1
"Tag, Rotkäppchen",1
"Hand, Großmutter",1
"Wasser, Rotkappechen",1
"Rotkappechen, Großmutter",1
"Freude, Rotkäppchen",1
"Rotkappechen, Auge",1
"Stube, Wolf",1
"Gott, Großmutter",1
"'guten, Stube",1
"Rotkappechen, Haus",1
"Gott, 'guten",1
"Blume, Baum",1
"Großmutter, Jäger",1
"Wasser, Rotkäppchen",1
"Großmutter, Türe",1
"Bauch, Wolf",1
"Großmutter, Tag",1
"Blume, Rotkäppchen",1
"Stück, Großmutter",1
"Blume, Großmutter",1
"Rotkappechen, Wolf",1
"Ohr, Großmutter",1
"Großmutter, Rotkäppchen",1
"Rotkappechen, Kind",1
"Rotkappechen, Stück",1
"Mutter, Rotkäppchen",1
"Rotkappechen, Mutter",1
"Morgen, 'guten",1
"Bett, Großmutter",1
"Jäger, Kuchen",1
"Weg, Freude",1
"Bett, Kleid",1
"Freude, Großmutter",1
"Weg, Bremen",1
"Stadtmusikant, Esel",1
"Katze, Kohle",1
"Hexe, Messer",1
"Hahn, Frau",1
"Hahn, Tisch",1
"Ei, Stimme",1
"Frau, Esel",1
"Bein, Türe",1
"Finger, Esel",1
"Bein, Suppe",1
"Bremen, Brot",1
"Tod, Esel",1
"Hahn, Weg",1
"Räuber, Gesicht",1
"Bein, Gesicht",1
"Hexe, Räuber",1
"Weg, Esel",1
"Hahn, Esel",1
"Asche, Esel",1
"Frau, Maus",1
"Bein, Hund",1
"Hahn, Gast",1
"Sprache, Esel",1
"Kochin, Esel",1
"Suppe, Gast",1
"Stimme, Esel",1
"Suppe, Abend",1
"Finger, Hund",1
"Bremen, Esel",1
"Geselle, Haus",1
"Licht, Kohle",1
"Kochin, Kopf",1
"Hahn, Mann",1
"Kopf, Gast",1
"Weg, Türe",1
"Stadtmusikant, Jagd",1
"Katze, Licht",1
"Bremen, Stimme",1
"Hahn, Bein",1
"Bein, Abend",1
"Bremen, Herr",1
"Bremen, Tag",1
"Morgen, Hahn",1
"Weg, Herd",1
"Tag, Kochin",1
"Morgen, Kochin",1
"Katze, Stadtmusikant",1
"Katze, Zahn",1
"Bremen, Katze",1
"Hahn, Baum",1
"Esel, Mann",1
"Herd, Esel",1
"Suppe, Esel",1
"Katze, Jahr",1
"Jagd, Tag",1
"Hahn, Ei",1
"Geselle, Tisch",1
"Räuber, Messer",1
"Esel, Tisch",1
"Stadtmusikant, Herr",1
"Hund, Jagd",1
"Hahn, Stube",1
"Hahn, Abend",1
"Hahn, Hund",1
"Hahn, Messer",1
"Hahn, Suppe",1
"Morgen, Gast",1
"Messer, Türe",1
"Asche, Hahn",1
"Frau, Kochin",1
"Hexe, Esel",1
"Wald, Bremen",1
"Hahn, Kopf",1
"Räuber, Mann",1
"Messer, Hund",1
"Hund, Herd",1
"Hahn, Herd",1
"Esel, Herr",1
"Esel, Gesicht",1
"Suppe, Kochin",1
"Stadtmusikant, Hund",1
"Messer, Esel",1
"Räuber, Hund",1
"Hahn, Türe",1
"Kochin, Gast",1
"Stadtmusikant, Brot",1
"Esel, Kopf",1
"Arbeit, Esel",1
"Räuber, Türe",1
"Räuber, Tisch",1
"Katze, Stube",1
"Brot, Esel",1
"Hahn, Finger",1
"Hahn, Tag",1
"Bein, Messer",1
"Katze, Esel",1
"Hexe, Bein",1
"Hexe, Hund",1
"Bein, Gast",1
"Hexe, Hahn",1
"Jagd, Esel",1
"Bremen, Hund",1
"Bremen, Tod",1
"Räuber, Esel",1
"Stadtmusikant, Tag",1
"Hund, Gesicht",1
"Herd, Türe",1
"Bremen, Stadtmusikant",1
"Weg, Stadtmusikant",1
"Tag, Esel",1
"Ei, Tod",1
"Finger, Bein",1
"Suppe, Tag",1
"Haus, Esel",1
"Hahn, Räuber",1
"Hahn, Kochin",1
"Hexe, Gesicht",1
"Frau, Gast",1
"Jahr, Zahn",1
"Hahn, Gesicht",1
"Arbeit, Jahr",1
"Kohle, Auge",1
"Morgen, Bein",1
"Licht, Haus",1
"Türe, Esel",1
"Baum, Esel",1
"Hund, Stube",1
"Hahn, Bremen",1
"Hund, Türe",1
"Jagd, Herr",1
"Bremen, Jagd",1
"Morgen, Suppe",1
"Hund, Haus",1
"Frau, Suppe",1
"Messer, Gesicht",1
"Bein, Esel",1
"Abend, Esel",1
"Hund, Esel",1
"Bremen, Ei",1
"Hahn, Stimme",1
"Brot, Jagd",1
"Finger, Messer",1
"Geselle, Licht",1
"Arbeit, Sack",1
"Messer, Mann",1
"Brücke, König",1
"Brücke, Jahr",1
"Brücke, Tochter",1
"König, Töchterlein",1
"Schwein, Gemahlin",1
"Schwein, Tochter",1
"Brücke, Gemahlin",1
"Wein, Schwein",1
"Bruder, Schwein",1
"Bauer, Land",1
"Männlein, Spieß",1
"Herz, Schwein",1
"Schwein, Töchterlein",1
"Spieß, Tier",1
"Männlein, Schwein",1
"Gott, Licht",1
"Sand, Jahr",1
"Sand, Brücke",1
"Herde, Brücke",1
"Brücke, Bruder",1
"Stück, Sprache",1
"Pferd, Wein",1
"Fuhrmann, Leben",1
"Fuhrmann, Gut",1
"Wand, Tisch",1
"Leben, 'fuhrmann",1
"Fuhrmann, 'fuhrmann",1
"Wagen, 'fuhrmann",1
"Vogel, Mund",1
"Sperling, Fuhrmann",1
"Frau, Fuhrmann",1
"Mann, 'fuhrmann",1
"Mund, 'fuhrmann",1
"Wagen, Wein",1
"Sperling, Vogel",1
"Sperling, Wein",1
"Sperling, Sprache",1
"Vogel, Wein",1
"Hund, 'fuhrmann",1
"Sperling, Spieglein",1
"Feld, Land",1
"Weg, Butter",1
"Ehre, Kleid",1
"Teufel, Türe",1
"Mir_Es, Friedearche",1
"Käse, Katerliesechen",1
"Rock, Ehre",1
"Ei, Katerliesechen",1
"Faß, Frieder",1
"Haus, Butter",1
"Vogel, Katerliesechen",1
"Keller, Friedearche",1
"Faß, Zeit",1
"Frieder, Name",1
"Bein, Katerliesechen",1
"Käse, Türe",1
"Topf, Friedearche",1
"Wurst, Tisch",1
"Frieder, Brot",1
"Berg, Butter",1
"Bein, Fuß",1
"Baum, Name",1
"Trunk, Käse",1
"Erde, Wurst",1
"Teufel, Gott",1
"Trunk, Zeit",1
"Feuer, Frieder",1
"Weile, Name",1
"Pfarrer, Sprache",1
"Vogel, Friedearche",1
"Stein, Friedearche",1
"Keller, Mir_Es",1
"Stall, Leute",1
"Krug, Frieder",1
"Krug, Haus",1
"Weg, Frieder",1
"Frau, Frieder",1
"Käse, Sprache",1
"Türe, Butter",1
"'nein, Friedearche",1
"Zeit, Sack",1
"'nein, Frieder",1
"Rock, Feld",1
"Brot, Katerliesechen",1
"Frieder, Tisch",1
"Fuß, Butter",1
"Feuer, Friedearche",1
"Name, Friedearche",1
"Hund, Friedearche",1
"Teufel, Katerliesechen",1
"Herz, Butter",1
"Katerliesechen, Fuß",1
"Gold, Friedearche",1
"Mann, Friedearche",1
"Katerliesechen, Butter",1
"Fuß, Friedearche",1
"Topf, Taler",1
"Morgen, Katerliesechen",1
"Gold, Katerliesechen",1
"Weg, 'jst",1
"Gold, Butter",1
"Weg, Katerliesechen",1
"Krug, Türe",1
"Topf, Stall",1
"Käse, Fuß",1
"Stall, Taler",1
"Bier, Wurst",1
"Bier, Hund",1
"Keller, Frieder",1
"Weile, Katerliesechen",1
"Bier, Erde",1
"Rock, Kleid",1
"Hund, Feld",1
"Topf, Frieder",1
"Topf, Sprache",1
"Vogel, Name",1
"Morgen, Stein",1
"Bier, Sprache",1
"Topf, Katerliesechen",1
"Teufel, Pfarrer",1
"Rock, Katerliesechen",1
"Erde, Katerliesechen",1
"Zeit, Katerliesechen",1
"Gott, Fuß",1
"Baum, Türe",1
"Berg, Friedearche",1
"Katerliesechen, Friedearche",1
"Teufel, Ei",1
"Frieder, Mann",1
"Butter, Tisch",1
"Wurst, Katerliesechen",1
"Krug, Mir_Es",1
"Feuer, Katerliesechen",1
"Krug, Katerliesechen",1
"Trunk, Haus",1
"Hahn, Faß",1
"Käse, Friedearche",1
"Keller, Katerliesechen",1
"Faß, Wurst",1
"Weg, Käse",1
"Geld, Katerliesechen",1
"Krug, Butter",1
"Mann, Butter",1
"Gold, Topf",1
"Bier, Frieder",1
"Gott, Haustür",1
"Pfarrer, Katerliesechen",1
"Türe, Stein",1
"Trunk, Feuer",1
"Wurst, Butter",1
"'nein, Topf",1
"Bein, Frieder",1
"Zeit, Friedearche",1
"Käse, Mann",1
"Keller, Hahn",1
"Teufel, Bein",1
"Frieder, Tag",1
"Katerliesechen, Haus",1
"Hund, Wurst",1
"Trunk, Wurst",1
"Berg, Käse",1
"Frieder, Fuß",1
"Feld, Friedearche",1
"Mir_Es, Frieder",1
"Feld, Katerliesechen",1
"Weg, Friedearche",1
"Stück, Berg",1
"Taler, Katerliesechen",1
"Pfarrer, Bein",1
"Frau, Taler",1
"Katerliesechen, Kleid",1
"Gott, Friedearche",1
"Trunk, Tisch",1
"Bier, Friedearche",1
"Frieder, Baum",1
"Trunk, Krug",1
"Morgen, Friedearche",1
"Teufel, Friedearche",1
"Trunk, Butter",1
"Türe, Friedearche",1
"Sprache, Frieder",1
"Ei, Baum",1
"Keller, Sack",1
"Katerliesechen, Baum",1
"Frieder, Stein",1
"Butter, Friedearche",1
"Ehre, Katerliesechen",1
"Mir_Es, Katerliesechen",1
"Stück, Feld",1
"Stück, Wurst",1
"Keller, Hund",1
"Stück, Katerliesechen",1
"Weile, Türe",1
"'jst, Berg",1
"Mir_Es, Wurst",1
"Sprache, Butter",1
"Bier, Sack",1
"Berg, Mir_Es",1
"Nacht, Katerliesechen",1
"Keller, Wurst",1
"Topf, Haus",1
"Teufel, Herr",1
"Pfarrer, Land",1
"Katerliesechen, Stein",1
"Stall, Geld",1
"Land, Katerliesechen",1
"Katerliesechen, Türe",1
"Feld, Wurst",1
"Mir_Es, Faß",1
"Trunk, Türe",1
"Nacht, Frieder",1
"Ei, Friedearche",1
"Gold, Stall",1
"Katerliesechen, Name",1
"Käse, Frieder",1
"Katerliesechen, Tag",1
"Krug, Käse",1
"Frieder, Katerliesechen",1
"Hahn, Katerliesechen",1
"Nacht, Friedearche",1
"Katerliesechen, Mann",1
"Trunk, Katerliesechen",1
"Trunk, Friedearche",1
"Sprache, Friedearche",1
"Wurst, Friedearche",1
"Berg, Katerliesechen",1
"Frau, Katerliesechen",1
"Faß, Friedearche",1
"Name, Stein",1
"Trunk, Sack",1
"Gold, Frieder",1
"'jst, Stück",1
"Friedearche, Tisch",1
"Teufel, Frieder",1
"Weile, Friedearche",1
"Baum, Friedearche",1
"Katerliesechen, Treppe",1
"Sprache, Wurst",1
"Krug, Brot",1
"Haustür, Friedearche",1
"Trunk, Frieder",1
"Gold, Taler",1
"Stall, Katerliesechen",1
"Ei, Frieder",1
"Frieder, Türe",1
"Feuer, Wurst",1
"Ehre, Feld",1
"Frieder, Haus",1
"Frieder, Butter",1
"Erde, Hund",1
"Wurst, Tag",1
"Brot, Friedearche",1
"Gold, Käse",1
"Morgen, Name",1
"Topf, Mann",1
"Frau, Friedearche",1
"Katerliesechen, Tisch",1
"Bier, Faß",1
"Türe, Name",1
"Bier, Mir_Es",1
"Krug, Friedearche",1
"Feld, Frieder",1
"Frieder, Sack",1
"Tag, Friedearche",1
"Frieder, Friedearche",1
"Bier, Katerliesechen",1
"Berg, Frieder",1
"Leute, Katerliesechen",1
"Käse, Herz",1
"Frieder, Wurst",1
"Faß, Katerliesechen",1
"Sprache, Katerliesechen",1
"Haus, Friedearche",1
"Hund, Katerliesechen",1
"Faß, Hund",1
"Hund, Frieder",1
"Keller, Türe",1
"Wirt, Sprache",1
"Gnade, Tod",1
"Rock, Jäger",1
"Hand, Jäger",1
"Mir_Es, Herr",1
"Hexe, Licht",1
"Kammer, Koch",1
"Löwe, Türe",1
"Weib, Stein",1
"Brot, Jäger",1
"Berg, Königstochter",1
"Fuchs, Koch",1
"Schrecken, Kirche",1
"Königstochter, Drachen",1
"Königstochter, Kirche",1
"Jungfrau, Drachen",1
"Hexe, 'er",1
"Feuer, Fuß",1
"Königstochter, Tisch",1
"Keller, Mensch",1
"'er, Gnade",1
"Löwe, Jungfrau",1
"Hexe, Weib",1
"Hexe, Weg",1
"Löwe, Junge",1
"Arbeit, Spieß",1
"Wein, Hase",1
"Löwe, Schloß",1
"Tor, Jagd",1
"Stuhl, Ecke",1
"Huhn, Hase",1
"Hahn, Löwe",1
"Sprache, Kunst",1
"Gnade, Tochter",1
"Jungfrau, Name",1
"Königstochter, Ecke",1
"Jäger, Name",1
"'er, Bruder",1
"Schloß, Wolf",1
"Vater, Löwe",1
"Weg, Huhn",1
"Stuhl, Königstochter",1
"Fuchs, Brot",1
"Reich, Gnade",1
"Hexe, Rock",1
"Löwe, Tisch",1
"Frau, Spieß",1
"Löwe, Kopf",1
"Wirt, Kleid",1
"Hase, Jäger",1
"Frau, Hahnchen",1
"Ding, Jäger",1
"Weib, Tier",1
"Berg, Jungfrau",1
"Vogel, Herz",1
"Hahn, Hase",1
"Wein, Drachen",1
"Jahr, Drachen",1
"Hand, Bräutigam",1
"Löwe, Leben",1
"Hase, Türe",1
"Löwe, Drachen",1
"Ding, Sprache",1
"Freude, Jagd",1
"Löwe, Kammer",1
"Tier, Fuß",1
"Morgen, Herz",1
"Bruder, Herr",1
"Kammer, Hase",1
"Mensch, Wein",1
"Bein, Brot",1
"Koch, Schwanz",1
"Diener, Kleid",1
"Wirt, Reich",1
"Hase, Kopf",1
"Wirt, Jäger",1
"Hochzeit, Jahr",1
"Hexe, Kugel",1
"Baum, Tod",1
"Tier, Jagd",1
"Bruder, Ehre",1
"Schloß, Hase",1
"Wolf, Drachen",1
"König, Ehre",1
"Wirt, Brot",1
"Erde, Löwe",1
"Schloß, Fuß",1
"Hahn, Wolf",1
"Freude, Alte",1
"Tor, Sprache",1
"Schloß, Brot",1
"Berg, Drachen",1
"'er, Tier",1
"König, Wolf",1
"Jäger, Gemahlin",1
"Wein, Königstochter",1
"Fuchs, Drachen",1
"Wagen, Kleid",1
"Hase, Drachen",1
"Wirt, 'nein",1
"'nein, Faß",1
"Fuchs, Wein",1
"Wirt, Tod",1
"Ehre, Herr",1
"Kugel, Kunst",1
"Weib, Baum",1
"Jäger, Kunst",1
"Ding, Herr",1
"Hahn, Fuchs",1
"Königstochter, Brot",1
"Wolf, Junge",1
"Stuhl, Hase",1
"Weg, Wirt",1
"'nein, Baum",1
"König, Hase",1
"Brot, Wolf",1
"Tor, Zeit",1
"Ding, Hase",1
"Reich, Leben",1
"Schloß, Name",1
"Kammer, Türe",1
"Tier, Tag",1
"Hahn, Huhn",1
"Sprache, Drachen",1
"Ehre, Königin",1
"Berg, Mund",1
"Fuchs, Messer",1
"'er, Stein",1
"Hund, Soldat",1
"Löwe, Königstochter",1
"Frau, Drachen",1
"Drachen, Herr",1
"Ohr, Wein",1
"Feder, Mann",1
"Tier, Gnade",1
"Brot, Hase",1
"Tier, Weile",1
"Wirt, Wolf",1
"Königstochter, Wolf",1
"Jungfrau, Gemahlin",1
"Land, Kopf",1
"Hase, Baum",1
"Erde, Jäger",1
"Messer, Löwe",1
"Ding, Königstochter",1
"Ding, Löwe",1
"Freude, Hase",1
"Mund, Hase",1
"Drachen, Türe",1
"Berg, Kirche",1
"Wirt, Frau",1
"Wirt, Königstochter",1
"Hase, Herr",1
"Schloß, Drachen",1
"Wirt, Wein",1
"Tod, Tochter",1
"Weib, Sprache",1
"Drachen, Gemahlin",1
"Besen, Herz",1
"Hexe, Fuß",1
"Löwe, Baum",1
"Tier, Gemahlin",1
"Wirt, Jahr",1
"Bräutigam, Herr",1
"Weg, Messer",1
"Herz, Drachen",1
"Hexe, Sprache",1
"Berg, Land",1
"Rock, Sprache",1
"Königstochter, Hase",1
"Wirt, Hase",1
"Keller, Ohr",1
"Ohr, Löwe",1
"Hexe, Schloß",1
"Koch, Wolf",1
"Löwe, Mund",1
"Messer, Gemahlin",1
"Land, Herr",1
"Weg, Löwe",1
"Alte, Jäger",1
"Weile, Hase",1
"König, Schwanz",1
"Löwe, Herz",1
"Keller, Löwe",1
"Bruder, Jäger",1
"Wirt, Fuchs",1
